start,end,length
244,1036,87.725
245,244,62.397999999999996
246,1136,80.059
1136,246,80.059
246,1752,79.33099999999999
1752,246,79.33099999999999
247,246,134.244
247,46760,80.34100000000001
46760,247,80.34100000000001
247,1104,53.672
1104,247,53.672
248,247,97.32
248,1104,113.155
1104,248,113.155
248,1753,83.96799999999999
1753,248,83.96799999999999
249,250,84.652
250,249,84.652
249,512,51.422
512,249,51.422
249,511,134.51399999999998
511,249,134.51399999999998
250,3048,159.114
251,1813,79.131
252,54210,46.185
253,254,274.003
254,1814,78.64
255,51208,79.006
255,256,276.89000000000004
256,1815,77.043
256,257,270.50300000000004
257,1720,79.081
257,258,274.133
258,747,80.378
258,259,265.379
259,51516,19.344
259,1721,83.70400000000001
260,46853,192.106
46853,260,192.106
260,2508,78.384
2508,260,78.384
260,54260,85.532
54260,260,85.532
261,46763,7.999
46763,261,7.999
261,262,30.322
261,513,176.286
513,261,176.286
262,46788,23.33
263,264,78.327
264,263,78.327
263,46788,77.385
46788,263,77.385
264,265,78.925
265,264,78.925
264,844,243.483
265,516,228.416
265,266,85.359
266,265,85.359
266,1031,121.148
1031,266,121.148
266,1032,117.395
1032,266,117.395
266,267,209.96699999999998
267,266,209.96699999999998
267,1746,118.925
1746,267,118.925
267,2517,121.868
2517,267,121.868
267,268,176.295
268,267,176.295
268,1747,118.979
1747,268,118.979
268,2636,122.114
2636,268,122.114
268,269,176.671
269,268,176.671
269,270,131.061
270,269,131.061
269,856,118.851
856,269,118.851
269,857,122.114
857,269,122.114
270,1748,118.762
1748,270,118.762
270,3110,90.445
3110,270,90.445
270,271,129.414
271,270,129.414
271,2544,27.281
2544,271,27.281
271,3110,156.828
3110,271,156.828
272,273,78.598
273,272,78.598
272,1937,88.29100000000001
1937,272,88.29100000000001
273,50968,49.189
273,274,79.328
274,273,79.328
274,275,80.699
275,274,80.699
275,1070,83.189
275,276,152.42
276,275,152.42
276,51251,11.367
51251,276,11.367
276,1938,54.81
278,46505,18.594
46505,278,18.594
278,13427,286.144
13427,278,286.144
278,529,167.52999999999997
279,1735,235.494
279,46493,75.537
280,279,106.743
280,1734,99.025
1734,280,99.025
281,280,87.905
282,1703,79.527
283,284,80.136
284,283,80.136
284,285,77.369
285,284,77.369
284,2902,69.834
285,645,213.70799999999997
285,51512,64.086
285,286,81.062
286,285,81.062
286,287,79.562
287,286,79.562
287,288,79.54499999999999
288,287,79.54499999999999
288,289,78.771
289,288,78.771
288,2714,215.352
289,1697,214.318
289,290,79.953
290,289,79.953
290,50610,214.53799999999998
50610,290,214.53799999999998
290,291,79.39399999999999
291,290,79.39399999999999
291,3109,215.611
291,292,80.502
292,291,80.502
292,293,79.64999999999999
293,292,79.64999999999999
293,2466,215.481
293,294,86.29599999999999
294,293,86.29599999999999
294,1534,216.717
1534,294,216.717
294,295,86.718
295,294,86.718
295,44848,178.93999999999997
44848,295,178.93999999999997
295,1832,215.03600000000003
295,296,81.541
296,295,81.541
296,43200,219.817
43200,296,219.817
296,297,80.978
297,296,80.978
297,44550,227.121
44550,297,227.121
297,663,216.086
297,298,79.725
298,297,79.725
298,53357,229.411
53357,298,229.411
298,299,79.17099999999999
299,298,79.17099999999999
299,51289,222.168
299,2624,215.493
299,300,81.13999999999999
300,299,81.13999999999999
300,301,87.74700000000001
301,300,87.74700000000001
301,2915,227.347
2915,301,227.347
301,3125,215.95100000000002
3125,301,215.95100000000002
301,302,84.725
302,301,84.725
302,1810,226.83999999999997
302,303,81.82
303,302,81.82
303,2965,216.87199999999999
303,304,80.502
304,303,80.502
304,1903,226.792
304,305,80.304
305,304,80.304
305,2744,216.773
305,306,81.181
306,305,81.181
306,1359,226.608
306,307,80.117
307,306,80.117
307,3126,216.777
307,308,86.941
308,307,86.941
308,309,85.455
309,308,85.455
308,537,178.131
537,308,178.131
308,536,217.245
536,308,217.245
309,3046,217.004
309,310,79.563
310,309,79.563
310,2541,223.558
310,311,80.02199999999999
311,310,80.02199999999999
311,1548,217.263
311,312,79.445
312,311,79.445
312,313,84.16
313,312,84.16
312,1549,295.11400000000003
313,3127,217.657
313,314,78.75099999999999
314,313,78.75099999999999
314,50589,30.23
314,1139,39.592
315,1840,76.899
316,315,271.694
316,54011,34.547
317,45764,18.204
317,422,81.953
318,317,104.654
318,813,80.316
813,318,80.316
318,814,87.15
814,318,87.15
319,318,158.13
319,1842,81.93
1842,319,81.93
320,2218,79.459
2218,320,79.459
321,320,140.988
321,2382,88.664
2382,321,88.664
321,3083,79.557
3083,321,79.557
322,321,133.957
322,1093,79.49199999999999
1093,322,79.49199999999999
322,1094,88.307
1094,322,88.307
323,2830,79.46
2830,323,79.46
323,2383,88.185
2383,323,88.185
323,322,118.613
324,323,89.473
324,501,82.886
501,324,82.886
324,502,91.075
502,324,91.075
325,188,85.425
325,2385,116.333
326,325,83.893
327,42022,52.394
327,42018,92.35400000000001
328,46798,85.013
46798,328,85.013
328,2385,85.81899999999999
2385,328,85.81899999999999
328,326,112.548
328,329,398.686
329,44649,103.08
330,331,224.58499999999998
330,329,250.41100000000003
331,45856,328.26700000000005
332,1885,183.79
333,332,77.174
333,51342,144.734
334,333,77.922
334,3052,138.756
335,334,77.999
336,2356,92.712
336,335,77.495
337,336,82.89200000000001
337,51353,236.718
338,1738,43.917
1738,338,43.917
338,337,89.56099999999999
338,2550,110.94800000000001
2550,338,110.94800000000001
341,54214,4.212
341,340,85.011
342,697,200.616
343,342,84.556
343,1813,139.917
344,54212,4.58
344,252,85.591
345,700,79.34
345,54211,51.745
346,1977,223.091
347,705,81.771
347,346,85.59400000000001
348,347,83.297
348,1979,165.036
349,348,82.014
349,707,134.25400000000002
350,349,82.217
350,1980,117.59100000000001
351,350,80.443
352,351,82.289
352,1982,75.245
353,352,87.10499999999999
353,1683,51.247
1683,353,51.247
356,1987,66.428
356,355,81.788
358,1988,81.62599999999999
358,357,80.12400000000001
359,1392,189.84
359,358,79.029
360,1990,87.992
361,360,79.235
362,1992,104.86
364,363,81.34400000000001
365,364,93.369
365,1397,94.557
1397,365,94.557
366,365,94.139
367,44539,6.599
44539,367,6.599
367,44537,67.166
368,1488,97.68199999999999
368,406,94.219
370,369,111.55900000000001
371,370,37.574999999999996
372,1257,110.216
372,371,26.866
373,1772,120.977
374,2028,128.671
374,373,69.012
375,3033,128.418
375,374,11.196
377,55508,40.721
377,46445,139.494
377,376,65.484
378,2474,163.817
380,621,116.952
380,379,69.248
381,380,69.596
382,53012,76.531
383,382,77.03200000000001
383,3030,176.74699999999999
384,383,80.04599999999999
384,2494,151.77100000000002
385,384,68.025
386,385,33.403
386,2076,82.33600000000001
2076,386,82.33600000000001
387,386,70.37299999999999
387,1930,80.673
388,387,122.11000000000001
388,2927,81.304
389,964,80.504
390,2148,80.69200000000001
391,2819,80.583
392,46933,15.427
392,2761,83.619
393,2498,115.221
393,46634,90.25599999999999
394,2056,82.32000000000001
394,393,81.295
395,2499,111.09700000000001
395,394,77.42999999999999
396,2821,80.64
396,395,78.758
398,1883,122.19000000000001
1883,398,122.19000000000001
398,397,65.85799999999999
399,2500,126.179
399,398,68.943
400,2798,228.957
400,399,74.65
401,400,75.134
402,3080,195.914
402,401,79.783
403,2629,104.797
403,402,86.332
404,1617,126.277
404,403,86.139
405,927,136.941
405,2407,52.778
408,45863,109.42999999999999
408,37,90.806
409,408,93.095
410,409,135.506
411,410,47.506
411,53425,22.723
412,411,93.344
412,1906,198.934
413,412,89.541
414,45761,22.099
414,413,90.097
415,414,89.575
415,46758,77.53099999999999
416,45740,21.277
416,415,87.77
417,45726,98.297
417,2161,41.259
2161,417,41.259
418,417,91.538
419,45730,18.792
419,418,83.53
420,811,159.497
420,419,82.517
421,45736,18.734
421,420,85.318
422,421,82.307
423,814,104.62
814,423,104.62
423,45727,17.3
45727,423,17.3
423,317,87.02799999999999
424,815,105.679
424,12,80.203
425,45768,16.558
425,424,79.513
426,425,82.273
426,817,108.091
427,818,115.362
427,22,81.17699999999999
428,819,120.818
819,428,120.818
428,45741,16.688
45741,428,16.688
428,427,87.331
429,820,127.29
429,428,85.785
430,429,77.866
430,45766,17.079
431,44,78.656
431,45748,17.201
432,823,128.807
432,431,80.814
433,45757,17.539
433,432,80.427
434,825,127.968
434,433,79.722
435,45770,17.771
435,434,79.56400000000001
436,45738,25.016
436,435,79.607
437,828,125.96099999999998
828,437,125.96099999999998
437,436,87.36500000000001
437,45765,22.154
45765,437,22.154
438,437,84.799
439,45754,18.67
439,438,79.584
440,831,127.72
440,439,79.593
441,45739,19.086
441,440,80.589
442,833,127.868
442,441,79.538
443,45763,19.52
443,442,79.52499999999999
444,835,126.293
444,443,80.001
445,45729,20.534
445,444,80.351
446,837,93.652
446,445,81.67200000000001
447,838,19.129
447,7,94.861
448,2132,135.43
448,44620,79.915
449,50231,16.388
50231,449,16.388
449,2133,117.72
2133,449,117.72
449,448,76.781
450,55047,135.84500000000003
450,449,82.91900000000001
451,44346,17.968
451,450,79.494
452,451,79.662
452,847,167.316
453,44348,17.707
453,452,80.30299999999998
454,51567,191.277
454,453,80.45600000000002
455,46437,85.188
456,2302,83.394
2302,456,83.394
456,53039,23.272
53039,456,23.272
456,27,171.948
457,44351,24.446
44351,457,24.446
457,54596,162.288
54596,457,162.288
457,456,78.90799999999999
458,48434,18.337
48434,458,18.337
458,1780,265.347
1780,458,265.347
458,54604,79.13
459,562,264.835
562,459,264.835
459,458,78.223
459,44353,18.311
44353,459,18.311
460,54601,165.484
460,44354,18.314
44354,460,18.314
460,54319,224.405
54319,460,224.405
461,2135,177.563
461,44356,78.122
462,461,80.532
462,48089,428.598
463,462,78.569
463,2136,190.92200000000003
464,463,78.859
464,44360,18.312
465,464,79.142
465,2137,182.838
466,465,80.933
466,44362,18.314
467,2138,142.298
467,466,78.623
468,44364,18.306
468,467,78.166
469,468,86.916
469,1229,134.252
1229,469,134.252
469,44365,18.033
44365,469,18.033
470,469,84.597
470,44366,18.308
471,2141,116.746
471,470,79.083
472,471,79.921
472,44368,18.307000000000002
473,1240,129.87
473,472,79.412
474,473,77.93
474,44370,18.304000000000002
475,474,78.939
475,2122,157.233
476,475,79.587
476,44372,18.307000000000002
477,476,79.298
477,2124,269.358
478,44374,18.308
44374,478,18.308
478,477,165.619
479,478,83.489
479,44375,18.303
480,2934,38.071
480,44628,56.325
481,480,75.907
481,48333,82.913
48333,481,82.913
481,44377,18.3
44377,481,18.3
482,44379,18.311
482,171,79.182
483,173,106.254
483,482,78.851
484,483,80.293
484,44381,18.302
485,484,75.417
485,175,140.606
486,485,82.311
486,44383,18.307
487,486,95.72
487,44384,18.306
44384,487,18.306
488,487,87.287
488,44385,18.307
44385,488,18.307
489,55562,70.267
489,44386,17.733
44386,489,17.733
490,48433,11.016
490,48326,11.365
491,48327,39.666
48327,491,39.666
491,180,229.92999999999998
491,492,87.75699999999999
492,491,87.75699999999999
492,181,189.09699999999998
492,493,80.96499999999999
493,492,80.96499999999999
493,1087,100.50999999999999
493,494,84.106
494,493,84.106
494,183,158.30599999999998
494,495,84.13799999999999
495,494,84.13799999999999
495,2827,38.164
495,496,86.75800000000001
496,495,86.75800000000001
496,497,85.556
497,496,85.556
496,185,140.193
497,498,70.19
498,497,70.19
498,187,128.975
498,499,17.77
499,498,17.77
499,500,79.296
500,499,79.296
500,2829,122.53299999999999
500,501,84.95899999999999
501,500,84.95899999999999
501,42020,166.178
502,503,70.994
503,502,70.994
502,2383,73.854
2383,502,73.854
502,2384,84.47
2384,502,84.47
503,504,78.85499999999999
504,503,78.85499999999999
504,1778,94.724
1778,504,94.724
504,505,74.034
505,504,74.034
505,2832,105.484
2832,505,105.484
505,506,80.086
506,505,80.086
505,3047,85.011
3047,505,85.011
506,2833,116.391
506,507,56.038
507,506,56.038
507,2532,84.929
2532,507,84.929
507,508,114.124
508,507,114.124
508,509,135.039
509,508,135.039
508,1493,86.81
1493,508,86.81
509,2887,84.786
509,510,137.894
510,509,137.894
510,3048,83.414
3048,510,83.414
510,511,26.086
511,510,26.086
511,3013,106.97800000000001
3013,511,106.97800000000001
512,54608,37.393
54608,512,37.393
513,2335,180.48399999999998
2335,513,180.48399999999998
513,46768,117.639
46768,513,117.639
514,845,160.667
514,515,169.65800000000002
515,514,169.65800000000002
514,46787,91.922
46787,514,91.922
515,516,81.518
516,515,81.518
515,845,130.55599999999998
516,44648,33.574
44648,516,33.574
517,518,129.885
518,517,129.885
517,1033,97.576
517,2098,97.948
517,44648,52.569
44648,517,52.569
518,519,80.692
519,518,80.692
518,2004,141.231
519,2518,98.417
2518,519,98.417
519,1746,119.899
1746,519,119.899
519,520,176.379
520,519,176.379
520,1747,117.704
1747,520,117.704
520,2996,99.064
2996,520,99.064
521,855,96.653
855,521,96.653
521,856,117.05199999999999
856,521,117.05199999999999
521,522,131.2
522,521,131.2
522,51688,22.924
51688,522,22.924
522,1748,104.245
1748,522,104.245
522,2997,108.987
2997,522,108.987
523,524,92.843
524,523,92.843
523,2823,190.88400000000001
523,51688,85.6
51688,523,85.6
524,525,86.43299999999999
525,524,86.43299999999999
525,638,101.755
525,526,96.46799999999999
526,525,96.46799999999999
526,3063,66.22800000000001
3063,526,66.22800000000001
526,527,85.924
527,526,85.924
527,46503,54.246
46503,527,54.246
527,2607,42.403
2607,527,42.403
528,234,81.483
529,46495,11.51
46495,529,11.51
529,46317,186.323
530,2807,87.168
531,44819,143.74599999999998
44819,531,143.74599999999998
531,2583,85.66300000000001
532,44819,21.218
44819,532,21.218
532,533,145.089
533,532,145.089
533,534,154.765
534,533,154.765
533,2691,88.08
534,535,215.563
535,534,215.563
534,2872,84.74
535,536,228.32499999999996
536,535,228.32499999999996
535,2274,87.844
536,3046,84.49300000000001
537,1895,55.507000000000005
1895,537,55.507000000000005
537,538,47.729
538,537,47.729
538,2918,84.65
2918,538,84.65
538,2917,87.606
2917,538,87.606
539,196,49.665
540,53525,87.60099999999998
541,542,310.553
541,1866,81.2
542,543,273.11199999999997
542,688,174.83300000000003
543,544,211.924
543,1867,80.7
544,979,77.073
544,978,74.912
978,544,74.912
545,979,37.843999999999994
546,1527,129.924
546,53471,68.153
53471,546,68.153
547,1527,69.152
547,51286,57.742000000000004
548,3049,88.8
3049,548,88.8
548,840,81.753
840,548,81.753
549,841,84.249
550,551,139.25
550,2216,80.471
2216,550,80.471
550,2215,79.75099999999999
2215,550,79.75099999999999
551,552,134.056
551,3064,82.602
3064,551,82.602
551,3090,80.679
3090,551,80.679
552,1088,82.683
1088,552,82.683
552,553,116.679
552,1087,80.776
1087,552,80.776
553,494,12.31
553,2827,82.382
554,2841,102.422
555,556,25.63
555,45870,51.667
556,49248,56.30799999999999
557,1169,141.994
558,1781,82.345
558,2603,153.039
2603,558,153.039
559,558,302.991
559,1193,77.926
560,47662,14.042
560,1783,81.58099999999999
561,560,265.811
561,1195,79.664
1195,561,79.664
561,1414,81.694
1414,561,81.694
562,1780,77.406
1780,562,77.406
562,1192,80.123
1192,562,80.123
563,1304,79.74
563,2366,153.966
564,832,174.071
564,2127,82.08800000000001
565,2824,72.99
565,566,125.66499999999999
566,648,69.44500000000001
566,567,117.792
567,568,161.671
568,567,161.671
567,649,69.767
568,42232,28.598
42232,568,28.598
568,2826,135.58599999999998
569,50260,80.995
569,2656,60.514
2656,569,60.514
569,570,32.772999999999996
570,569,32.772999999999996
570,571,104.76599999999999
571,570,104.76599999999999
570,2653,23.372999999999998
2653,570,23.372999999999998
571,2471,164.382
2471,571,164.382
571,2656,173.079
2656,571,173.079
