start,end,length
14459,14458,85.355
14460,15780,138.074
14461,48155,9.121
48155,14461,9.121
14461,47959,10.019
47959,14461,10.019
14461,48163,22.947
48163,14461,22.947
14461,48156,39.267
48156,14461,39.267
14462,14463,90.282
14463,14462,90.282
14462,16569,146.904
14462,48157,49.023
48157,14462,49.023
14463,14464,39.603
14464,14463,39.603
14463,44193,45.503
14463,44194,36.418
14464,44193,49.887
14464,14465,110.31700000000001
14465,14464,110.31700000000001
14465,15561,301.993
15561,14465,301.993
14466,14467,75.256
14466,16118,75.711
14467,14468,64.877
14467,17788,61.133
14468,14469,77.436
14468,17166,68.468
14469,14470,66.965
14470,15113,195.38
14470,14471,87.367
14471,17827,27.165
17827,14471,27.165
14471,18149,50.27
18149,14471,50.27
14472,18221,230.508
18221,14472,230.508
14472,15986,106.56
15986,14472,106.56
14472,14473,122.00099999999999
14473,14472,122.00099999999999
14473,17063,263.052
17063,14473,263.052
14473,14474,87.164
14474,14473,87.164
14474,15479,123.651
15479,14474,123.651
14474,16510,171.639
16510,14474,171.639
14474,14475,86.755
14475,14474,86.755
14475,16511,143.753
16511,14475,143.753
14475,14476,83.022
14476,14475,83.022
14475,15480,152.959
15480,14475,152.959
14476,15547,125.566
15547,14476,125.566
14476,14477,82.038
14477,14476,82.038
14476,15481,180.351
15481,14476,180.351
14477,15482,207.55900000000003
15482,14477,207.55900000000003
14478,14479,79.787
14479,14478,79.787
14478,14888,245.916
14479,15483,271.747
14479,14480,80.557
14480,14479,80.557
14480,48001,96.875
48001,14480,96.875
14480,14805,1990.787
14805,14480,1990.787
14481,46030,50.468
46030,14481,50.468
14481,14482,39.768
14482,14481,39.768
14481,46031,58.801
46031,14481,58.801
14483,13056,42.536
14483,14484,56.363
14484,14483,56.363
14484,15472,68.486
14484,14485,144.872
14485,14484,144.872
14485,18011,212.539
18011,14485,212.539
14485,15473,81.44200000000001
15473,14485,81.44200000000001
14485,49236,40.339999999999996
49236,14485,40.339999999999996
14486,14487,111.80399999999999
14487,14486,111.80399999999999
14486,49236,79.077
49236,14486,79.077
14486,18012,184.01399999999998
18012,14486,184.01399999999998
14487,16803,102.562
14487,17175,159.242
17175,14487,159.242
14488,15295,86.791
15295,14488,86.791
14488,14489,80.782
14489,14488,80.782
14489,15476,94.591
15476,14489,94.591
14489,18136,188.402
18136,14489,188.402
14489,14490,53.686
14490,14489,53.686
14490,14491,84.761
14491,14490,84.761
14490,17826,162.95
17826,14490,162.95
14491,52221,71.047
52221,14491,71.047
14491,18137,132.138
18137,14491,132.138
14492,17395,99.092
17395,14492,99.092
14492,49292,52.572
49292,14492,52.572
14492,52221,19.606
52221,14492,19.606
14492,14493,92.20400000000001
14493,14492,92.20400000000001
14493,14494,79.579
14494,14493,79.579
14493,17606,108.566
17606,14493,108.566
14494,14495,89.276
14495,14494,89.276
14494,14981,234.78500000000003
14494,17606,108.593
17606,14494,108.593
14494,15478,102.217
15478,14494,102.217
14495,14982,201.858
14982,14495,201.858
14496,53505,26.775
53505,14496,26.775
14496,14497,83.482
14497,14496,83.482
14496,14887,138.588
14887,14496,138.588
14497,14984,92.911
14984,14497,92.911
14497,14498,117.86
14498,14497,117.86
14498,14986,76.713
14986,14498,76.713
14498,14499,67.182
14499,14498,67.182
14498,14985,29.055
14985,14498,29.055
14498,14150,202.23399999999998
14499,53500,21.559
53500,14499,21.559
14499,14653,221.13
14653,14499,221.13
14500,53499,45.731
53499,14500,45.731
14500,14501,26.457
14501,14500,26.457
14500,53500,47.507000000000005
53500,14500,47.507000000000005
14501,14502,59.24
14502,14501,59.24
14501,15399,112.143
15399,14501,112.143
14502,14503,32.428
14503,14502,32.428
14502,15399,94.934
15399,14502,94.934
14503,14987,218.88
14503,14504,92.021
14504,14503,92.021
14504,49017,35.013
14504,49019,30.512
49019,14504,30.512
14505,49019,47.732
49019,14505,47.732
14505,14506,19.657
14506,14505,19.657
14505,15347,38.771
14506,15346,217.336
15346,14506,217.336
14506,14507,65.608
14507,14506,65.608
14507,14508,43.9
14508,14507,43.9
14508,49016,43.625
49016,14508,43.625
14509,44643,41.704
44643,14509,41.704
14509,17104,109.37
17104,14509,109.37
14509,14510,59.293000000000006
14510,14509,59.293000000000006
14509,49016,32.855000000000004
49016,14509,32.855000000000004
14510,53501,15.54
53501,14510,15.54
14510,44643,85.329
14511,15897,45.507
15897,14511,45.507
14511,17105,32.78
17105,14511,32.78
14511,14512,59.34
14512,14511,59.34
14511,53501,45.95
53501,14511,45.95
14512,14513,91.789
14513,14512,91.789
14512,15200,266.12
15200,14512,266.12
14512,15897,51.007000000000005
14513,53503,16.758
53503,14513,16.758
14513,15201,216.111
15201,14513,216.111
14514,53502,34.461
53502,14514,34.461
14514,53503,36.304
53503,14514,36.304
14514,14515,48.118
14515,14514,48.118
14515,15152,51.434
15152,14515,51.434
14515,14516,92.715
14516,14515,92.715
14515,15202,160.953
15202,14515,160.953
14516,14517,103.528
14517,14516,103.528
14516,15203,110.192
15203,14516,110.192
14516,15152,72.803
14517,14518,49.922
14518,14517,49.922
14517,15204,61.437000000000005
14517,53504,26.567999999999998
53504,14517,26.567999999999998
14518,53504,49.481
14518,14519,16.362
14519,14518,16.362
14519,44116,19.917
44116,14519,19.917
14519,44115,50.352999999999994
44115,14519,50.352999999999994
14520,13180,176.47299999999996
14520,15377,79.017
15377,14520,79.017
14521,17933,43.746
17933,14521,43.746
14521,14522,54.017
14522,14521,54.017
14521,17565,88.872
17565,14521,88.872
14522,16057,21.211
16057,14522,21.211
14523,14524,78.671
14524,14523,78.671
14523,16783,99.6
16783,14523,99.6
14523,18118,158.004
18118,14523,158.004
14524,14525,128.097
14525,14524,128.097
14524,16784,99.11
16784,14524,99.11
14524,17782,151.758
17782,14524,151.758
14525,16785,99.379
16785,14525,99.379
14525,18057,147.311
18057,14525,147.311
14526,46466,14.311
14526,46465,33.341
46465,14526,33.341
14526,17576,22.882
17576,14526,22.882
14526,13531,224.93
14527,15788,107.955
15788,14527,107.955
14528,14529,79.736
14529,14528,79.736
14528,15811,195.96
15811,14528,195.96
14529,15812,196.553
15812,14529,196.553
14530,13106,174.786
14531,17026,79.324
17026,14531,79.324
14531,17047,273.69300000000004
17047,14531,273.69300000000004
14532,17024,164.70399999999998
17024,14532,164.70399999999998
14532,16269,78.99199999999999
16269,14532,78.99199999999999
14533,48139,126.926
48139,14533,126.926
14533,48144,32.03
48144,14533,32.03
14533,48145,68.738
14534,51919,45.048
51919,14534,45.048
14534,16987,5.385
16987,14534,5.385
14535,16483,228.68
16483,14535,228.68
14535,14964,197.533
14964,14535,197.533
14536,14535,90.931
14536,14965,197.759
14537,14536,91.526
14537,17270,230.324
14538,14537,93.973
14538,17681,122.445
17681,14538,122.445
14538,14967,196.97
14967,14538,196.97
14538,14539,66.744
14539,14538,66.744
14539,17870,38.938
14540,49259,122.193
14540,13443,78.943
14541,14053,85.301
14541,14907,146.116
14542,14053,118.281
14542,14909,127.126
14909,14542,127.126
14543,14542,84.038
14543,14911,121.661
14544,50372,93.063
14544,14543,66.825
14545,16016,57.888
16016,14545,57.888
14545,14546,72.455
14546,44036,108.67899999999999
44036,14546,108.67899999999999
14546,54299,240.923
54299,14546,240.923
14547,44037,39.408
44037,14547,39.408
14547,44036,64.11
44036,14547,64.11
14548,16515,403.895
14548,49254,86.422
49254,14548,86.422
14549,15727,189.602
14549,14550,228.807
14550,14549,228.807
14550,14551,101.644
14551,14550,101.644
14550,15730,190.017
15730,14550,190.017
14550,17307,227.375
17307,14550,227.375
14551,14552,121.493
14552,14551,121.493
14551,17381,227.23399999999998
14552,14708,160.10299999999998
14708,14552,160.10299999999998
14552,14553,152.62199999999999
14553,14552,152.62199999999999
14553,14912,177.97899999999998
14554,14555,81.742
14555,14554,81.742
14554,17150,170.325
14555,15975,120.902
15975,14555,120.902
14555,14556,85.276
14556,14555,85.276
14555,52358,69.739
14556,14557,82.348
14557,14556,82.348
14556,16977,178.39
14557,17420,112.968
17420,14557,112.968
14557,14558,86.53
14558,14557,86.53
14557,16978,234.75099999999998
16978,14557,234.75099999999998
14558,16535,128.862
14558,14559,87.456
14559,14558,87.456
14559,17147,161.101
17147,14559,161.101
14560,14561,41.643
14561,14560,41.643
14561,14562,122.963
14562,14561,122.963
14561,18196,79.262
18196,14561,79.262
14561,17846,80.122
17846,14561,80.122
14562,17472,79.042
17472,14562,79.042
14562,17471,79.585
17471,14562,79.585
14563,17847,82.374
17847,14563,82.374
14563,18047,75.985
18047,14563,75.985
14563,14562,231.283
14564,15927,75.651
14565,15926,75.977
15926,14565,75.977
14565,14564,213.28
14565,14573,83.96600000000001
14573,14565,83.96600000000001
14566,13570,43.958
14567,52188,12.413
52188,14567,12.413
14567,14566,128.392
14568,14567,144.05700000000002
14568,52017,22.941
52017,14568,22.941
14569,52176,14.29
52176,14569,14.29
14569,49635,107.46199999999999
49635,14569,107.46199999999999
14569,17671,75.987
14570,49636,44.325
49636,14570,44.325
14570,49637,12.863
49637,14570,12.863
14571,15928,183.943
14571,49637,70.867
14572,14564,93.664
14572,14571,79.597
14574,16981,100.89
16981,14574,100.89
14574,15746,54.760000000000005
15746,14574,54.760000000000005
14575,54174,44.287
54174,14575,44.287
14576,14577,53.338
14577,14576,53.338
14576,54174,39.839
54174,14576,39.839
14576,16158,83.626
16158,14576,83.626
14577,14578,34.981
14578,14577,34.981
14577,14835,221.411
14578,51502,193.928
14578,16158,64.536
16158,14578,64.536
14579,51503,175.273
14579,14580,49.51499999999999
14580,13576,35.14
14581,14566,52.769999999999996
14581,52188,130.66400000000002
14582,14583,161.586
14583,14582,161.586
14582,16767,72.456
16767,14582,72.456
14583,16768,75.328
16768,14583,75.328
14583,18087,141.778
18087,14583,141.778
14583,18332,66.184
18332,14583,66.184
14584,49282,11.719
14584,14260,186.866
14585,14586,98.103
14586,14585,98.103
14585,16049,42.221
16049,14585,42.221
14585,15933,38.375
15933,14585,38.375
14586,16049,138.504
16049,14586,138.504
14586,15933,131.387
15933,14586,131.387
14588,14589,38.695
14588,49534,146.42999999999998
14589,14590,119.155
14589,17311,22.251
17311,14589,22.251
14590,14591,229.804
14591,18125,69.716
18125,14591,69.716
14591,14592,163.317
14592,17820,40.121
17820,14592,40.121
14592,14593,47.434
14593,14594,198.472
14593,17820,24.981
14594,14133,106.071
14594,14595,122.64
14595,15789,133.61499999999998
14596,15853,77.697
14596,47480,103.875
14597,16713,73.904
14598,16664,160.677
14598,13265,77.112
14599,16665,154.072
16665,14599,154.072
14599,14598,74.099
14599,16343,193.89600000000002
16343,14599,193.89600000000002
14600,14599,87.577
14601,14600,79.612
14601,15550,137.341
14602,14601,78.532
14602,16345,178.723
14603,16668,109.162
14603,14602,108.96
14604,13230,90.693
14604,16907,77.796
16907,14604,77.796
14604,16670,74.368
16670,14604,74.368
14605,15952,75.1
14605,14604,104.535
14606,14605,109.247
14606,14698,77.37299999999999
14607,16671,75.281
16671,14607,75.281
14607,16348,177.234
16348,14607,177.234
14607,14606,109.53800000000001
14608,16672,74.815
14608,14607,108.752
14609,16673,90.334
16673,14609,90.334
14609,17536,75.258
17536,14609,75.258
14609,14608,33.428000000000004
14610,13913,45.108999999999995
14611,16351,147.967
14611,14610,105.183
14612,14611,86.131
14612,15569,100.515
14613,14612,114.224
14613,16352,142.824
14614,14615,71.321
14615,14614,71.321
14614,14613,261.627
14614,16676,77.59299999999999
16676,14614,77.59299999999999
14614,16353,135.018
16353,14614,135.018
14616,15809,79.538
15809,14616,79.538
14616,18184,95.624
18184,14616,95.624
14617,15306,38.814
14617,14616,138.916
14618,17346,43.46
17346,14618,43.46
14618,16363,180.148
16363,14618,180.148
14619,16186,77.753
16186,14619,77.753
14619,16187,59.089000000000006
14620,46592,47.889
14620,14621,20.466
14621,14620,20.466
14621,48353,41.777
48353,14621,41.777
14622,16104,82.997
16104,14622,82.997
14622,17322,139.78
17322,14622,139.78
14622,14623,120.725
14623,14622,120.725
14623,16370,93.273
16370,14623,93.273
14623,16683,82.619
16683,14623,82.619
14624,16679,97.28999999999999
14624,18095,114.30199999999999
18095,14624,114.30199999999999
14625,14626,56.937
14625,41982,46.995000000000005
41982,14625,46.995000000000005
14626,41981,206.268
14626,52854,857.251
52854,14626,857.251
14627,16386,91.669
16386,14627,91.669
14627,15424,64.664
15424,14627,64.664
14628,15950,91.375
14628,14627,103.797
14629,14628,106.54
14629,14694,135.266
14630,16387,91.368
14630,14629,212.151
14631,17892,134.208
17892,14631,134.208
14631,14630,77.293
14632,14631,58.857
14632,14633,57.343
14633,14632,57.343
14632,18010,123.33500000000001
14633,14634,89.107
14634,14633,89.107
14634,17534,98.199
17534,14634,98.199
14634,16170,139.85999999999999
16170,14634,139.85999999999999
14635,15493,74.538
15493,14635,74.538
14635,17723,69.614
17723,14635,69.614
14636,13761,57.699
14636,17344,147.457
17344,14636,147.457
14637,15498,86.698
14637,14636,111.043
14638,18253,147.424
14638,14637,33.554
14639,16927,58.96
16927,14639,58.96
14639,13261,87.758
14640,15785,141.429
14641,14642,76.494
14642,14641,76.494
14641,51376,111.57400000000001
14642,15495,179.733
14642,14643,75.094
14643,14642,75.094
14643,15274,88.846
14643,14644,76.217
14644,14643,76.217
14644,15555,83.359
15555,14644,83.359
14644,14645,74.336
14645,14644,74.336
14645,16709,80.918
14646,53044,25.891
53044,14646,25.891
14647,15914,407.203
15914,14647,407.203
14647,14648,140.332
14648,14647,140.332
14648,16632,109.91099999999999
16632,14648,109.91099999999999
14648,49433,173.194
49433,14648,173.194
14649,14650,68.021
14650,14649,68.021
14649,17744,89.43299999999999
17744,14649,89.43299999999999
14649,51291,166.392
51291,14649,166.392
14650,14651,78.083
14651,14650,78.083
14650,42314,122.14899999999997
42314,14650,122.14899999999997
14650,15794,257.10499999999996
15794,14650,257.10499999999996
14651,15665,257.037
15665,14651,257.037
14652,14653,72.945
14653,14652,72.945
14652,16999,85.705
16999,14652,85.705
14652,16742,154.035
16742,14652,154.035
14653,16999,46.516
16999,14653,46.516
14653,16743,82.429
16743,14653,82.429
14654,16740,81.764
14655,15364,78.907
15364,14655,78.907
14655,15363,81.767
15363,14655,81.767
14656,15194,78.984
15194,14656,78.984
14656,14657,135.013
14657,14656,135.013
14656,15193,82.266
15193,14656,82.266
14657,15398,142.207
15398,14657,142.207
14657,17523,73.232
17523,14657,73.232
14658,18065,130.036
18065,14658,130.036
14659,17548,76.374
17548,14659,76.374
14659,14658,88.44099999999999
14660,14659,199.999
14660,42297,77.03399999999999
14661,14662,81.995
14662,14661,81.995
14661,17654,153.666
17654,14661,153.666
14662,16851,153.42899999999997
16851,14662,153.42899999999997
14663,14664,75.6
14664,14663,75.6
14663,53538,6.784
53538,14663,6.784
14663,53539,5.147
53539,14663,5.147
14663,42325,412.162
42325,14663,412.162
14664,14898,236.792
14664,14665,76.017
14665,14664,76.017
14665,14666,100.833
14666,14665,100.833
14665,18099,182.438
14665,18302,252.79000000000002
18302,14665,252.79000000000002
14666,16814,85.234
16814,14666,85.234
14666,17697,182.805
17697,14666,182.805
14666,49013,50.989000000000004
49013,14666,50.989000000000004
14667,49013,28.688
49013,14667,28.688
14667,17968,182.474
17968,14667,182.474
14667,14668,142.86
14668,14667,142.86
14668,17194,97.791
14668,14669,47.309
14669,14668,47.309
14669,48308,88.92999999999999
48308,14669,88.92999999999999
14670,14671,36.11
14671,14670,36.11
14671,14672,54.071
14672,14671,54.071
14671,17941,72.894
17941,14671,72.894
14672,14673,29.661
14673,14672,29.661
14672,17129,69.851
17129,14672,69.851
14673,14674,20.923000000000002
14674,14673,20.923000000000002
14673,16064,72.016
16064,14673,72.016
14674,14675,39.026
14675,14674,39.026
14674,17942,54.389
17942,14674,54.389
14675,17943,55.064
17943,14675,55.064
14675,14676,57.644000000000005
14676,14675,57.644000000000005
14676,14677,150.792
14677,14676,150.792
14676,16065,81.781
16065,14676,81.781
14677,14678,189.456
14678,14677,189.456
14677,16066,91.415
16066,14677,91.415
14678,14679,91.768
14679,14678,91.768
14678,16067,82.209
16067,14678,82.209
14679,16068,121.74600000000001
16068,14679,121.74600000000001
14680,15999,95.412
15999,14680,95.412
14680,16050,66.64
16050,14680,66.64
14680,14681,60.325
14681,14680,60.325
14681,16049,156.028
16049,14681,156.028
14682,14683,81.398
14682,17749,79.15
14683,14684,79.882
14683,15042,142.916
14684,14685,80.295
14685,14686,79.826
14685,16721,115.78
14686,14687,80.509
14686,15672,99.841
15672,14686,99.841
14686,15673,91.975
15673,14686,91.975
14687,16722,85.343
14687,13688,81.26299999999999
14688,13400,224.097
14688,17750,83.116
14689,15035,91.911
15035,14689,91.911
14689,15034,55.858
15034,14689,55.858
14690,16374,109.043
16374,14690,109.043
14690,16988,99.693
16988,14690,99.693
14690,50383,23.963
50383,14690,23.963
14691,14692,82.00200000000001
14692,14691,82.00200000000001
14691,12909,107.48599999999999
14693,14629,91.412
14693,16387,212.756
14694,13662,71.94
14694,18006,212.15099999999998
14695,16901,219.988
14695,14696,80.384
14696,18328,110.023
18328,14696,110.023
14696,15951,108.268
15951,14696,108.268
14696,14697,107.422
14697,16671,109.50200000000001
14697,14606,74.724
14698,14699,99.68
14699,14700,105.384
14699,16348,109.818
16348,14699,109.818
14699,15954,109.495
15954,14699,109.495
14700,15955,109.766
14700,14701,189.112
14701,14702,86.152
14701,17298,110.812
17298,14701,110.812
14701,15956,109.742
15956,14701,109.742
14702,13917,172.139
14702,14703,77.155
14703,17756,70.693
14703,14704,93.867
14704,16916,82.208
14704,14705,126.80300000000001
14705,14706,129.255
14705,49830,115.1
49830,14705,115.1
14706,17541,95.661
17541,14706,95.661
14706,16917,80.596
16917,14706,80.596
14706,54104,194.159
54104,14706,194.159
14708,14709,67.157
14709,14708,67.157
14708,14912,101.331
14709,17381,121.571
14709,14710,189.37199999999999
14710,14709,189.37199999999999
14710,14711,79.473
14711,14710,79.473
14710,50438,23.998
50438,14710,23.998
14711,16874,119.849
14711,14712,178.187
14712,14711,178.187
14711,16875,36.478
16875,14711,36.478
14712,14713,73.356
14713,14712,73.356
14712,17383,135.119
14713,14714,105.063
14714,14713,105.063
14714,54116,109.875
54116,14714,109.875
14714,17388,97.965
17388,14714,97.965
14715,14716,109.578
14716,14715,109.578
14715,15582,150.80599999999998
14716,15116,69.574
14717,16080,105.091
16080,14717,105.091
14717,16499,104.40799999999999
16499,14717,104.40799999999999
14718,14719,132.309
14719,14718,132.309
14718,15541,94.831
15541,14718,94.831
14718,17016,88.438
17016,14718,88.438
14719,15542,129.373
15542,14719,129.373
14720,17528,33.299
17528,14720,33.299
14720,51007,66.152
14720,17376,82.595
17376,14720,82.595
14721,16757,82.46
16757,14721,82.46
14721,14722,108.559
14722,14721,108.559
14722,18066,76.126
14723,17064,78.06599999999999
17064,14723,78.06599999999999
14724,14725,83.502
14725,14724,83.502
14724,51123,223.58100000000002
14725,14726,97.483
14726,14725,97.483
14725,15828,221.492
14726,42104,68.922
42104,14726,68.922
14726,17284,82.095
17284,14726,82.095
14726,15829,259.014
15829,14726,259.014
14727,47420,32.406
47420,14727,32.406
14727,47423,8.066
47423,14727,8.066
14727,47421,8.748
47421,14727,8.748
14728,47420,88.19200000000001
47420,14728,88.19200000000001
14728,50357,98.472
14729,17497,154.983
17497,14729,154.983
14729,17854,143.014
17854,14729,143.014
14730,14731,16.121
14731,14730,16.121
14730,17855,143.679
17855,14730,143.679
14732,46512,11.498
46512,14732,11.498
14732,15998,17.518
15998,14732,17.518
14732,46513,49.563
46513,14732,49.563
14732,47360,60.6
47360,14732,60.6
14733,47357,80.989
14733,47373,69.865
47373,14733,69.865
14733,53962,160.865
14734,47390,55.216
14734,47392,44.801
47392,14734,44.801
14734,47382,100.833
47382,14734,100.833
14735,47389,16.815
47389,14735,16.815
14735,47393,15.394
47393,14735,15.394
14735,47391,141.37199999999999
47391,14735,141.37199999999999
14735,47399,115.77699999999999
47399,14735,115.77699999999999
14736,47400,15.007
47400,14736,15.007
14736,47403,17.821
47403,14736,17.821
14736,47405,92.395
47405,14736,92.395
14736,47397,128.019
47397,14736,128.019
14737,47431,16.049
47431,14737,16.049
14737,47428,13.681
47428,14737,13.681
14737,47434,75.912
47434,14737,75.912
14737,14738,359.739
14738,14737,359.739
14738,47429,14.781
14738,47438,43.307
47438,14738,43.307
14739,47442,14.591
14739,47438,78.99
47438,14739,78.99
14739,14740,123.47800000000001
14740,14739,123.47800000000001
14740,47445,15.387
47445,14740,15.387
14740,47446,14.538
47446,14740,14.538
14740,47436,69.842
14740,14741,229.884
14741,14740,229.884
14741,47443,17.138
47443,14741,17.138
14741,47439,16.795
47439,14741,16.795
14741,47454,155.978
47454,14741,155.978
14742,47454,11.707
47454,14742,11.707
14742,47457,77.58699999999999
47457,14742,77.58699999999999
14743,47448,14.312
14743,14744,138.24200000000002
14744,14743,138.24200000000002
14743,47457,109.18
47457,14743,109.18
14744,47469,40.29
47469,14744,40.29
14745,47466,22.163
47466,14745,22.163
14745,47476,4.954
47476,14745,4.954
14745,47471,15.653
14746,47500,60.261
47500,14746,60.261
14746,53970,147.10399999999998
14747,47500,22.604
47500,14747,22.604
14747,47491,17.785
14747,14748,209.04799999999997
14748,14747,209.04799999999997
14748,47505,17.563
47505,14748,17.563
14748,48112,39.869
48112,14748,39.869
14748,51376,16.28
51376,14748,16.28
14749,48125,42.745999999999995
48125,14749,42.745999999999995
14749,48115,229.893
48115,14749,229.893
14750,48127,15.883
14750,48129,23.354
48129,14750,23.354
14750,48125,125.06400000000001
48125,14750,125.06400000000001
14751,48165,17.283
48165,14751,17.283
14751,48167,17.948
48167,14751,17.948
14751,48169,179.642
48169,14751,179.642
14751,48174,116.92
48174,14751,116.92
14752,48197,16.2
48197,14752,16.2
14752,48202,14.983
48202,14752,14.983
14752,48207,64.228
48207,14752,64.228
14752,53865,150.24599999999998
53865,14752,150.24599999999998
14753,14754,83.337
14754,48224,11.199
48224,14754,11.199
14754,14755,231.79800000000003
14755,48227,11.884
14755,14756,276.496
14756,48213,16.645
48213,14756,16.645
14756,14757,152.613
14757,48231,14.249
48231,14757,14.249
14757,13703,66.315
14757,16756,41.78
16756,14757,41.78
14758,48220,12.927
48220,14758,12.927
14758,14759,238.69299999999998
14758,51022,82.828
14759,48214,13.376
48214,14759,13.376
14759,14760,191.696
14760,48229,11.339
48229,14760,11.339
14760,48230,15.804
14761,51960,15.457
14761,48228,206.14700000000002
14761,53600,60.257
53600,14761,60.257
14762,16126,43.78
14762,15526,27.007
15526,14762,27.007
14762,16127,40.16
16127,14762,40.16
14763,15285,190.507
14763,14764,80.443
14764,14763,80.443
14763,53194,150.994
53194,14763,150.994
14764,16124,223.246
14764,14765,33.011
14765,14764,33.011
14765,14766,59.929
14766,14765,59.929
14765,16732,249.98999999999998
14766,49231,37.541
14766,14767,19.171
14767,14766,19.171
14767,49231,32.127
14767,14768,79.849
14768,14767,79.849
14768,17077,250.074
14768,14769,78.552
14769,14768,78.552
14769,50338,112.78
14769,14770,78.97
14770,14769,78.97
14770,14771,79.156
14771,14770,79.156
14770,17078,249.988
14771,15434,158.495
14771,14772,79.114
14772,14771,79.114
14772,17080,250.031
14772,14773,79.114
14773,14772,79.114
14773,14872,158.262
14773,14774,79.155
14774,14773,79.155
14774,14775,85.171
14775,14774,85.171
14774,15603,250.125
14775,14776,85.243
14776,14775,85.243
14775,15317,158.391
15317,14775,158.391
14775,15316,249.987
15316,14775,249.987
14776,15436,160.209
14776,14777,78.78
14777,14776,78.78
14777,14778,79.557
14778,14777,79.557
14777,17082,251.18
14778,15438,95.553
14778,14779,78.549
14779,14778,78.549
14779,18086,78.752
14779,14780,87.712
14780,14779,87.712
14780,15439,91.917
14780,14781,27.237
14781,14780,27.237
14780,18179,144.013
14781,17806,78.469
17806,14781,78.469
14781,16739,153.718
16739,14781,153.718
14783,47336,14.199
14783,14784,285.25100000000003
14784,17136,83.982
14785,15208,246.737
15208,14785,246.737
14785,49239,83.664
49239,14785,83.664
14786,14787,77.573
14787,14786,77.573
14787,17748,69.554
17748,14787,69.554
14788,14789,191.717
14789,14788,191.717
14788,17521,86.317
17521,14788,86.317
14788,17627,192.151
17627,14788,192.151
14789,17627,185.58599999999998
17627,14789,185.58599999999998
14789,17522,102.66000000000001
17522,14789,102.66000000000001
14790,15068,8.023
15068,14790,8.023
14790,14791,79.67699999999999
14791,14790,79.67699999999999
14790,15069,237.99299999999997
15069,14790,237.99299999999997
14791,14792,79.04
14792,14791,79.04
14791,15379,237.876
15379,14791,237.876
14791,45797,240.725
45797,14791,240.725
14792,14793,79.276
14793,14792,79.276
14792,15380,237.919
15380,14792,237.919
14792,45797,210.849
45797,14792,210.849
14793,15381,237.905
15381,14793,237.905
14793,45798,233.022
45798,14793,233.022
14795,14796,84.35000000000001
14796,14795,84.35000000000001
14795,14858,238.06599999999997
14858,14795,238.06599999999997
14796,17626,105.30199999999999
17626,14796,105.30199999999999
14796,16046,236.243
16046,14796,236.243
14796,15383,237.919
15383,14796,237.919
14797,53918,219.175
53918,14797,219.175
14797,14798,118.078
14798,14797,118.078
14797,17764,165.20999999999998
17764,14797,165.20999999999998
14798,14799,78.006
14799,14798,78.006
14799,14800,209.373
14800,14799,209.373
14800,14801,167.61
14801,14800,167.61
14800,14892,87.265
14801,14802,35.553
14802,14801,35.553
14802,14803,270.88599999999997
14803,14802,270.88599999999997
14803,17545,93.271
17545,14803,93.271
14803,14804,172.13400000000001
14804,14803,172.13400000000001
14804,17488,168.557
17488,14804,168.557
14805,14806,203.261
14806,14805,203.261
14806,16479,94.273
16479,14806,94.273
14806,14807,97.845
14807,14806,97.845
14806,49710,49.114000000000004
49710,14806,49.114000000000004
14807,17834,78.856
17834,14807,78.856
14807,14808,267.01
14808,14807,267.01
14808,17694,77.848
17694,14808,77.848
14808,17695,92.819
17695,14808,92.819
14808,14809,152.411
14809,14808,152.411
14809,16654,92.812
16654,14809,92.812
14809,14810,106.981
14810,14809,106.981
14810,17189,92.774
17189,14810,92.774
14810,14811,99.338
14811,14810,99.338
14811,16329,102.1
16329,14811,102.1
14811,16328,101.118
16328,14811,101.118
14812,48597,25.104
48597,14812,25.104
14812,53506,26.748
53506,14812,26.748
14812,52211,76.557
52211,14812,76.557
14812,16330,241.245
14813,17835,77.886
17835,14813,77.886
14813,14814,121.266
14814,14813,121.266
14813,53506,154.43
53506,14813,154.43
14814,14815,99.254
14815,14814,99.254
14814,15132,198.002
15132,14814,198.002
14815,14816,38.33
14816,14815,38.33
14815,15574,260.37
15574,14815,260.37
14816,14817,60.468
14817,14816,60.468
14816,17406,77.508
17406,14816,77.508
14817,16420,80.014
16420,14817,80.014
14817,14818,99.446
14818,14817,99.446
14817,16421,320.733
16421,14817,320.733
14817,17463,76.187
17463,14817,76.187
14818,17463,68.934
17463,14818,68.934
14818,14819,101.426
14819,14818,101.426
14819,46183,95.173
46183,14819,95.173
14820,14821,76.77199999999999
14821,14820,76.77199999999999
14820,46183,80.51599999999999
46183,14820,80.51599999999999
14821,17122,211.709
17122,14821,211.709
14821,14822,79.652
14822,14821,79.652
14822,14823,85.32
14823,14822,85.32
14823,17466,262.02
17466,14823,262.02
14823,14824,75.966
14824,14823,75.966
14824,16848,272.756
16848,14824,272.756
14824,46069,78.357
46069,14824,78.357
14825,42287,419.705
42287,14825,419.705
14825,14826,76.756
14826,14825,76.756
14826,46062,149.89399999999998
46062,14826,149.89399999999998
14826,14827,155.31599999999997
14827,14826,155.31599999999997
14827,16838,242.59699999999998
16838,14827,242.59699999999998
14827,14828,74.234
14828,14827,74.234
14827,53510,43.979
53510,14827,43.979
14828,49408,171.521
49408,14828,171.521
14828,14829,51.44499999999999
14829,14828,51.44499999999999
14829,46051,39.897000000000006
46051,14829,39.897000000000006
14829,46061,36.521
46061,14829,36.521
