no,lng,lat,sites,hotel
16457,-73.891517,40.856104,,N
16458,-73.8907808,40.8557542,,N
16459,-73.9099093,40.896569,,N
16460,-73.9082191,40.8973579,,N
16461,-73.84749,40.843562,,N
16462,-73.9172722,40.8296749,,N
16463,-73.916591,40.830839,,N
16464,-73.9149802,40.8335883,,N
16465,-73.913793,40.8356,,N
16466,-73.803114,40.8142637,,N
16467,-73.80564,40.81326,,N
16468,-73.889076,40.809776,,N
16469,-73.8901494,40.8138971,,N
16470,-73.888314,40.868547,,N
16471,-73.88625,40.869475,,N
16472,-73.885517,40.870185,,N
16473,-73.8226296,40.885967,,N
16474,-73.8241412,40.8868425,,N
16475,-73.8661036,40.884196,,N
16476,-73.8653745,40.8868835,,N
16477,-73.863044,40.891116,,N
16478,-73.8625934,40.8918699,,N
16479,-73.860711,40.895371,,N
16480,-73.856422,40.901557,,N
16481,-73.854827,40.90355,,N
16482,-73.852415,40.906661,,N
16483,-73.870313,40.875341,,N
16484,-73.8703017,40.8756166,,N
16485,-73.8681324,40.8800784,,N
16486,-73.8670526,40.8822552,,N
16487,-73.8656472,40.8844631,,N
16488,-73.830624,40.844531,,N
16489,-73.8956235,40.8116349,,N
16490,-73.894802,40.812532,,N
16491,-73.894269,40.813129,,N
16492,-73.893071,40.814438,,N
16493,-73.89169,40.815931,,N
16494,-73.808977,40.820597,,N
16495,-73.80707,40.820772,,N
16496,-73.9012564,40.8354692,,N
16497,-73.899634,40.835016,,N
16498,-73.898093,40.834629,,N
16499,-73.896966,40.834343,,N
16500,-73.8648587,40.8797828,,N
16501,-73.863587,40.879459,,N
16502,-73.8615769,40.8791983,,N
16503,-73.856431,40.877572,,N
16504,-73.854085,40.876826,,N
16505,-73.850932,40.87583,,N
16506,-73.834998,40.839782,,N
16507,-73.835418,40.840693,,N
16508,-73.882685,40.880286,,N
16509,-73.879933,40.879773,,N
16510,-73.87899,40.87958,,N
16511,-73.878035,40.879407,,N
16512,-73.911812,40.813883,,N
16513,-73.911025,40.815977,,N
16514,-73.909739,40.818995,,N
16515,-73.909181,40.82035,,N
16516,-73.8857953,40.8797016,,N
16517,-73.88383,40.876783,,N
16518,-73.8829815,40.873044,,N
16519,-73.88247,40.872128,,N
16520,-73.8819895,40.8704091,,N
16521,-73.881469,40.868573,,N
16522,-73.847412,40.878955,,N
16523,-73.845749,40.879508,,N
16524,-73.869159,40.866608,,N
16525,-73.868329,40.86659,,N
16526,-73.8673038,40.866564,,N
16527,-73.867264,40.837503,,N
16528,-73.866385,40.837587,,N
16529,-73.865472,40.837676,,N
16530,-73.863555,40.837865,,N
16531,-73.9018381,40.8137024,,N
16532,-73.8984745,40.8154196,,N
16533,-73.8970477,40.8167994,,N
16534,-73.8949418,40.8188437,,N
16535,-73.893895,40.81986,,N
16536,-73.893901,40.823643,,N
16537,-73.893898,40.823984,,N
16538,-73.893868,40.826515,,N
16539,-73.8938567,40.8273481,,N
16540,-73.8938433,40.828394,,N
16541,-73.895818,40.812956,,N
16542,-73.895291,40.813558,,N
16543,-73.894014,40.814998,,N
16544,-73.892031,40.817108,,N
16545,-73.891002,40.81813,,N
16546,-73.888876,40.820003,,N
16547,-73.8880828,40.8205098,,N
16548,-73.8872588,40.8210171,,N
16549,-73.8863487,40.8211359,,N
16550,-73.845419,40.829718,,N
16551,-73.844247,40.829874,,N
16552,-73.853429,40.828641,,N
16553,-73.8503721,40.829057,,N
16554,-73.8721613,40.8599907,,N
16555,-73.833469,40.840505,,N
16556,-73.833773,40.840879,,N
16557,-73.828636,40.833721,,N
16558,-73.827461,40.834416,,N
16559,-73.8978613,40.8826959,,N
16560,-73.8969687,40.8830692,,N
16561,-73.8944852,40.8838925,,N
16562,-73.893128,40.883679,,N
16563,-73.892174,40.884532,,N
16564,-73.8917623,40.885072,,N
16565,-73.9155508,40.8290288,,N
16566,-73.914852,40.830261,,N
16567,-73.913681,40.832264,,N
16568,-73.912057,40.835013,,N
16569,-73.909882,40.838709,,N
16570,-73.921245,40.81622,,N
16571,-73.874366,40.839038,,N
16572,-73.873561,40.839794,,N
16573,-73.871534,40.842514,,N
16574,-73.870301,40.843549,,N
16575,-73.866879,40.845066,,N
16576,-73.8661058,40.84521,,N
16577,-73.865194,40.845415,,N
16578,-73.864323,40.845596,,N
16579,-73.862585,40.845961,,N
16580,-73.860805,40.846332,,N
16581,-73.86033,40.846427,,N
16582,-73.858702,40.847,,N
16583,-73.857895,40.847364,,N
16584,-73.857086,40.847729,,N
16585,-73.855468,40.848458,,N
16586,-73.854663,40.848821,,N
16587,-73.853853,40.849184,,N
16588,-73.850499,40.850696,,N
16589,-73.849689,40.851059,,N
16590,-73.848613,40.85108,,N
16591,-73.848214,40.851091,,N
16592,-73.8443118,40.8512002,,N
16593,-73.8434079,40.8508898,,N
16594,-73.907299,40.856404,,N
16595,-73.8372629,40.844556,,N
16596,-73.8187658,40.8726418,,N
16597,-73.858178,40.806,,N
16598,-73.8564656,40.8058714,,N
16599,-73.9037727,40.8967457,,N
16600,-73.816964,40.814268,,N
16601,-73.817288,40.814962,,N
16602,-73.817627,40.815666,,N
16603,-73.818306,40.817064,,N
16604,-73.818931,40.818301,,N
16605,-73.819862,40.81987,,N
16606,-73.8210108,40.8217185,,N
16607,-73.8225965,40.8236384,,N
16608,-73.823505,40.824673,,N
16609,-73.825415,40.826966,,N
16610,-73.828162,40.830197,,N
16611,-73.83045,40.833337,,N
16612,-73.843544,40.871255,,N
16613,-73.841624,40.871876,,N
16614,-73.840792,40.872147,,N
16615,-73.83996,40.872414,,N
16616,-73.8366172,40.8734599,,N
16617,-73.8357674,40.8737195,,N
16618,-73.865081,40.884293,,N
16619,-73.8627616,40.8835453,,N
16620,-73.859941,40.882665,,N
16621,-73.854554,40.880947,,N
16622,-73.852033,40.88014,,N
16623,-73.855149,40.89193,,N
16624,-73.9290347,40.8312942,,N
16625,-73.9285672,40.8319004,,N
16626,-73.9281027,40.8325027,,N
16627,-73.9261364,40.8350522,,N
16628,-73.923707,40.838202,,N
16629,-73.8412321,40.8406241,,N
16630,-73.841461,40.840956,,N
16631,-73.844291,40.844683,,N
16632,-73.844924,40.8454068,,N
16633,-73.861142,40.847288,,N
16634,-73.861603,40.848547,,N
16635,-73.862061,40.852307,,N
16636,-73.8464853,40.8122991,,N
16637,-73.8466307,40.8130407,,N
16638,-73.847054,40.814826,,N
16639,-73.848341,40.820363,,N
16640,-73.84852,40.821123,,N
16641,-73.84869,40.821856,,N
16642,-73.84953,40.825455,,N
16643,-73.850202,40.828332,,N
16644,-73.8506042,40.8300547,,N
16645,-73.8510494,40.8319307,,N
16646,-73.8516706,40.8342374,,N
16647,-73.85207,40.835625,,N
16648,-73.852331,40.83701,,N
16649,-73.8526619,40.8387314,,N
16650,-73.85287,40.839851,,N
16651,-73.853095,40.841047,,N
16652,-73.9133146,40.8096556,,N
16653,-73.9115917,40.8090718,,N
16654,-73.855241,40.893624,,N
16655,-73.854848,40.894329,,N
16656,-73.85396,40.895936,,N
16657,-73.851461,40.899285,,N
16658,-73.8537171,40.8075291,,N
16659,-73.8725334,40.8389026,,N
16660,-73.900884,40.84941,,N
16661,-73.900097,40.849209,,N
16662,-73.898875,40.848812,,N
16663,-73.898513,40.848698,,N
16664,-73.896505,40.848045,,N
16665,-73.8956129,40.8478135,,N
16666,-73.894732,40.847563,,N
16667,-73.89304,40.846971,,N
16668,-73.891876,40.846578,,N
16669,-73.902801,40.850066,,N
16670,-73.890436,40.846227,,N
16671,-73.887233,40.844636,,N
16672,-73.886149,40.844108,,N
16673,-73.885454,40.843767,,N
16674,-73.88404,40.843094,,N
16675,-73.882065,40.842121,,N
16676,-73.879377,40.840953,,N
16677,-73.897274,40.88237,,N
16678,-73.8979938,40.8840349,,N
16679,-73.8989481,40.8846038,,N
16680,-73.902499,40.886079,,N
16681,-73.903156,40.886512,,N
16682,-73.9034753,40.8867154,,N
16683,-73.9130107,40.8890104,,N
16684,-73.810722,40.823237,,N
16685,-73.809099,40.82277,,N
16686,-73.808985,40.822228,,N
16687,-73.8877451,40.8374016,,N
16688,-73.885964,40.836769,,N
16689,-73.8842537,40.8361835,,N
16690,-73.8834017,40.8358855,,N
16691,-73.8792656,40.8344168,,N
16692,-73.8785425,40.8341657,,N
16693,-73.876594,40.833882,,N
16694,-73.872749,40.834401,,N
16695,-73.871826,40.834525,,N
16696,-73.8709,40.834645,,N
16697,-73.866806,40.834837,,N
16698,-73.865979,40.835205,,N
16699,-73.901511,40.843368,,N
16700,-73.899371,40.842679,,N
16701,-73.89835,40.842347,,N
16702,-73.897491,40.842067,,N
16703,-73.90756,40.844735,,N
16704,-73.902916,40.844181,,N
16705,-73.901675,40.843838,,N
16706,-73.874812,40.896847,,N
16707,-73.87482,40.898445,,N
16708,-73.876545,40.876601,,N
16709,-73.903739,40.847328,,N
16710,-73.903565,40.847908,,N
16711,-73.903281,40.848692,,N
16712,-73.9030301,40.8494122,,N
16713,-73.9028866,40.8514015,,N
16714,-73.902774,40.8517961,,N
16715,-73.9012471,40.8544822,,N
16716,-73.908399,40.880819,,N
16717,-73.899866,40.8930735,,N
16718,-73.8993585,40.8970253,,N
16719,-73.9107577,40.8519413,,N
16720,-73.906511,40.857699,,N
16721,-73.906115,40.858344,,N
16722,-73.905329,40.859644,,N
16723,-73.904366,40.861218,,N
16724,-73.901945,40.864553,,N
16725,-73.915267,40.846812,,N
16726,-73.914892,40.847311,,N
16727,-73.914426,40.847964,,N
16728,-73.9129709,40.8500956,,N
16729,-73.899086,40.871969,,N
16730,-73.900039,40.872136,,N
16731,-73.857678,40.845692,,N
16732,-73.860234,40.84896,,N
16733,-73.9120878,40.8921781,,N
16734,-73.9131851,40.892763,,N
16735,-73.9123323,40.8952233,,N
16736,-73.841616,40.838387,,N
16737,-73.845905,40.836273,,N
16738,-73.844943,40.837094,,N
16739,-73.8493633,40.8574986,,N
16740,-73.849309,40.858718,,N
16741,-73.8490781,40.8658558,,N
16742,-73.849032,40.867554,,N
16743,-73.848974,40.869372,,N
16744,-73.850689,40.875487,,N
16745,-73.85261,40.877855,,N
16746,-73.877656,40.8540526,,N
16747,-73.8972661,40.9089176,,N
16748,-73.8977979,40.9091243,,N
16749,-73.9084017,40.8151104,,N
16750,-73.9065802,40.8147191,,N
16751,-73.905674,40.814523,,N
16752,-73.924025,40.819285,,N
16753,-73.917119,40.817512,,N
16754,-73.915991,40.817211,,N
16755,-73.9287384,40.8228363,,N
16756,-73.926946,40.820382,,N
16757,-73.904749,40.814328,,N
16758,-73.8868856,40.8511703,,N
16759,-73.886384,40.852243,,N
16760,-73.8853568,40.8542936,,N
16761,-73.885421,40.854498,,N
16762,-73.884675,40.855388,,N
16763,-73.8821675,40.8583629,,N
16764,-73.7871354,40.8490221,,N
16765,-73.7849881,40.8495254,,N
16766,-73.829968,40.8509305,,N
16767,-73.81748,40.834155,,N
16768,-73.8180572,40.8355345,,N
16769,-73.818507,40.836657,,N
16770,-73.9033496,40.8769437,,N
16771,-73.901128,40.879629,,N
16772,-73.8495252,40.8344636,,N
16773,-73.848486,40.834525,,N
16774,-73.845427,40.834937,,N
16775,-73.8442296,40.8351557,,N
16776,-73.840028,40.835663,,N
16777,-73.821314,40.837488,,N
16778,-73.820948,40.837226,,N
16779,-73.818773,40.837178,,N
16780,-73.8178138,40.8372472,,N
16781,-73.834708,40.836372,,N
16782,-73.833806,40.836643,,N
16783,-73.831149,40.837448,,N
16784,-73.830302,40.837772,,N
16785,-73.828929,40.838309,,N
16786,-73.828066,40.838665,,N
16787,-73.8268651,40.8387135,,N
16788,-73.827505,40.825943,,N
16789,-73.826994,40.826194,,N
16790,-73.826204,40.826581,,N
16791,-73.824625,40.827353,,N
16792,-73.823579,40.827867,,N
16793,-73.822396,40.828448,,N
16794,-73.820746,40.829259,,N
16795,-73.819884,40.829688,,N
16796,-73.818104,40.830554,,N
16797,-73.816532,40.831326,,N
16798,-73.8193692,40.8444171,,N
16799,-73.819151,40.84817,,N
16800,-73.8202833,40.8415962,,N
16801,-73.856871,40.8767887,,N
16802,-73.8589429,40.8768542,,N
16803,-73.861644,40.876857,,N
16804,-73.8887076,40.8251812,,N
16805,-73.8888006,40.8262763,,N
16806,-73.88885,40.8267867,,N
16807,-73.889,40.828781,,N
16808,-73.888081,40.831502,,N
16809,-73.8833286,40.8391717,,N
16810,-73.8829257,40.8395024,,N
16811,-73.881511,40.840665,,N
16812,-73.8844666,40.8104724,,N
16813,-73.885563,40.814642,,N
16814,-73.8498438,40.904074,,N
16815,-73.847917,40.9039338,,N
16816,-73.846071,40.903789,,N
16817,-73.893713,40.853595,,N
16818,-73.893333,40.854031,,N
16819,-73.8925,40.854975,,N
16820,-73.891087,40.856598,,N
16821,-73.8232518,40.8436564,,N
16822,-73.8232281,40.8442418,,N
16823,-73.823012,40.847161,,N
16824,-73.868096,40.818498,,N
16825,-73.867164,40.818616,,N
16826,-73.8633561,40.819124,,N
16827,-73.862464,40.819247,,N
16828,-73.861531,40.819379,,N
16829,-73.859666,40.819618,,N
16830,-73.857768,40.819879,,N
16831,-73.856711,40.820019,,N
16832,-73.85158,40.820711,,N
16833,-73.8454561,40.8215353,,N
16834,-73.8424329,40.8219061,,N
16835,-73.880525,40.878011,,N
16836,-73.879579,40.877827,,N
16837,-73.8294038,40.8885232,,N
16838,-73.8287654,40.891138,,N
16839,-73.917376,40.8815009,,N
16840,-73.9179524,40.881874,,N
16841,-73.9144676,40.87961,,N
16842,-73.9153445,40.8801627,,N
16843,-73.9170584,40.8812857,,N
16844,-73.8629618,40.8344187,,N
16845,-73.866729,40.834048,,N
16846,-73.865793,40.834139,,N
16847,-73.864883,40.834231,,N
16848,-73.838231,40.891126,,N
16849,-73.8392813,40.8938654,,N
16850,-73.840723,40.897653,,N
16851,-73.843241,40.903765,,N
16852,-73.835829,40.843472,,N
16853,-73.8329312,40.843529,,N
16854,-73.830432,40.843858,,N
16855,-73.829655,40.844089,,N
16856,-73.829315,40.844192,,N
16857,-73.82871,40.844374,,N
16858,-73.828453,40.844451,,N
16859,-73.8275448,40.844732,,N
16860,-73.826748,40.845079,,N
16861,-73.8249394,40.8460842,,N
16862,-73.8239479,40.8466341,,N
16863,-73.821103,40.848199,,N
16864,-73.875507,40.829234,,N
16865,-73.921285,40.835724,,N
16866,-73.912395,40.830936,,N
16867,-73.91049,40.830737,,N
16868,-73.909713,40.83047,,N
16869,-73.90896,40.830226,,N
16870,-73.906571,40.829452,,N
16871,-73.905531,40.829104,,N
16872,-73.9050333,40.8289472,,N
16873,-73.903852,40.828194,,N
16874,-73.9002225,40.8266881,,N
16875,-73.898442,40.826349,,N
16876,-73.89721,40.826059,,N
16877,-73.895824,40.825995,,N
16878,-73.8948178,40.8262797,,N
16879,-73.8929424,40.8268418,,N
16880,-73.891913,40.826794,,N
16881,-73.887895,40.826743,,N
16882,-73.824156,40.828469,,N
16883,-73.822922,40.829075,,N
16884,-73.843169,40.87029,,N
16885,-73.913884,40.808723,,N
16886,-73.891627,40.832733,,N
16887,-73.84313,40.841345,,N
16888,-73.842041,40.840646,,N
16889,-73.9079948,40.8914227,,N
16890,-73.9079913,40.8936109,,N
16891,-73.9076849,40.8976069,,N
16892,-73.9068604,40.8992077,,N
16893,-73.9064003,40.8995841,,N
16894,-73.9151833,40.8834753,,N
16895,-73.9109245,40.8879606,,N
16896,-73.836742,40.8833223,,N
16897,-73.8245962,40.860252,,N
16898,-73.8251284,40.8611997,,N
16899,-73.82577,40.8624678,,N
16900,-73.8260132,40.8627883,,N
16901,-73.88736,40.842692,,N
16902,-73.885815,40.84193,,N
16903,-73.816003,40.816864,,N
16904,-73.814263,40.817085,,N
16905,-73.812648,40.817283,,N
16906,-73.919182,40.843307,,N
16907,-73.88947,40.847384,,N
16908,-73.803578,40.811529,,N
16909,-73.8977654,40.8364784,,N
16910,-73.892484,40.843825,,N
16911,-73.891125,40.84541,,N
16912,-73.888155,40.848929,,N
16913,-73.886436,40.850309,,N
16914,-73.885768,40.850836,,N
16915,-73.8854408,40.8510675,,N
16916,-73.8847318,40.8517653,,N
16917,-73.883628,40.853909,,N
16918,-73.8810475,40.8585247,,N
16919,-73.898012,40.832734,,N
16920,-73.875734,40.896858,,N
16921,-73.8787613,40.9035772,,N
16922,-73.9310112,40.8136268,,N
16923,-73.901989,40.835694,,N
16924,-73.901126,40.836814,,N
16925,-73.9120206,40.8082617,,N
16926,-73.901744,40.83846,,N
16927,-73.898663,40.843933,,N
16928,-73.897703,40.845642,,N
16929,-73.897043,40.846828,,N
16930,-73.894318,40.851891,,N
16931,-73.893071,40.85325,,N
16932,-73.891801,40.854611,,N
16933,-73.889918,40.856798,,N
16934,-73.889171,40.857656,,N
16935,-73.886731,40.860116,,N
16936,-73.866888,40.835473,,N
16937,-73.8650064,40.8349176,,N
16938,-73.8628878,40.8342815,,N
16939,-73.859052,40.833434,,N
16940,-73.8540955,40.831551,,N
16941,-73.8472806,40.8294858,,N
16942,-73.845231,40.828992,,N
16943,-73.86996,40.82236,,N
16944,-73.870002,40.822698,,N
16945,-73.870335,40.824059,,N
16946,-73.8715309,40.8291774,,N
16947,-73.871794,40.830305,,N
16948,-73.8304977,40.871449,,N
16949,-73.900606,40.870233,,N
16950,-73.9085675,40.8870528,,N
16951,-73.8282499,40.8441401,,N
16952,-73.892947,40.82414,,N
16953,-73.89193,40.824656,,N
16954,-73.889711,40.8258,,N
16955,-73.8863819,40.8275126,,N
16956,-73.8861181,40.8276473,,N
16957,-73.881981,40.828356,,N
16958,-73.881046,40.828432,,N
16959,-73.880112,40.828511,,N
16960,-73.8773078,40.8287724,,N
16961,-73.876402,40.828977,,N
16962,-73.870903,40.830563,,N
16963,-73.870007,40.83082,,N
16964,-73.866355,40.831874,,N
16965,-73.865461,40.832132,,N
16966,-73.8645665,40.8324006,,N
16967,-73.9141711,40.8162661,,N
16968,-73.911942,40.816047,,N
16969,-73.9091237,40.8159664,,N
16970,-73.9082103,40.8162622,,N
16971,-73.90665,40.817179,,N
16972,-73.905313,40.817925,,N
16973,-73.904999,40.81806,,N
16974,-73.90347,40.818737,,N
16975,-73.903114,40.8189087,,N
16976,-73.897864,40.821598,,N
16977,-73.895861,40.822631,,N
16978,-73.894883,40.823134,,N
16979,-73.8932,40.824008,,N
16980,-73.8603679,40.8333439,,N
16981,-73.8546522,40.8339263,,N
16982,-73.848063,40.835636,,N
16983,-73.847316,40.836264,,N
16984,-73.846678,40.836794,,N
16985,-73.845808,40.837513,,N
16986,-73.844581,40.838536,,N
16987,-73.843054,40.8397926,,N
16988,-73.840078,40.84169,,N
16989,-73.83874,40.842386,,N
16990,-73.8368162,40.8435125,,N
16991,-73.8324831,40.8468336,,N
16992,-73.8315329,40.8476057,,N
16993,-73.8296113,40.8516447,,N
16994,-73.8292854,40.8519183,,N
16995,-73.8285348,40.8522642,,N
16996,-73.8321992,40.8819825,,N
16997,-73.841498,40.874825,,N
16998,-73.841334,40.875003,,N
16999,-73.847441,40.869343,,N
17000,-73.842994,40.874488,,N
17001,-73.845525,40.858538,,N
17002,-73.845234,40.867484,,N
17003,-73.8450796,40.8154753,,N
17004,-73.884901,40.804813,,N
17005,-73.886312,40.810193,,N
17006,-73.8874027,40.8143163,,N
17007,-73.8557765,40.8375691,,N
17008,-73.9156082,40.8208313,,N
17009,-73.9139733,40.8203716,,N
17010,-73.913063,40.820133,,N
17011,-73.912159,40.819786,,N
17012,-73.907823,40.818538,,N
17013,-73.906997,40.81834,,N
17014,-73.906242,40.818158,,N
17015,-73.9050078,40.8178792,,N
17016,-73.903593,40.817579,,N
17017,-73.9007549,40.8167504,,N
17018,-73.8999656,40.8162898,,N
17019,-73.8992191,40.8158542,,N
17020,-73.8976453,40.8149357,,N
17021,-73.892371,40.812336,,N
17022,-73.923371,40.8231,,N
17023,-73.923073,40.823624,,N
17024,-73.9220816,40.8036731,,N
17025,-73.921083,40.805015,,N
17026,-73.919224,40.807558,,N
17027,-73.918804,40.808262,,N
17028,-73.918431,40.808924,,N
17029,-73.917599,40.810351,,N
17030,-73.9168424,40.8116526,,N
17031,-73.91647,40.812311,,N
17032,-73.915718,40.813616,,N
17033,-73.9153487,40.8142752,,N
17034,-73.914954,40.814937,,N
17035,-73.9139915,40.8165787,,N
17036,-73.9115192,40.8208979,,N
17037,-73.911316,40.821263,,N
17038,-73.9111732,40.8215038,,N
17039,-73.9107011,40.8223259,,N
17040,-73.9116637,40.8281953,,N
17041,-73.9111912,40.8290738,,N
17042,-73.905229,40.838265,,N
17043,-73.9045362,40.8395024,,N
17044,-73.819513,40.839005,,N
17045,-73.8837669,40.8394026,,N
17046,-73.9265528,40.804683,,N
17047,-73.922886,40.809106,,N
17048,-73.9224,40.80978,,N
17049,-73.92195,40.810405,,N
17050,-73.921035,40.811652,,N
17051,-73.920119,40.812894,,N
17052,-73.919658,40.81352,,N
17053,-73.9177336,40.8161428,,N
17054,-73.9175848,40.8160997,,N
17055,-73.906215,40.8087929,,N
17056,-73.903984,40.810264,,N
17057,-73.903243,40.810713,,N
17058,-73.902718,40.810917,,N
17059,-73.9192689,40.8476264,,N
17060,-73.91968,40.847902,,N
17061,-73.921278,40.848648,,N
17062,-73.916174,40.848289,,N
17063,-73.878573,40.883798,,N
17064,-73.87999,40.87327,,N
17065,-73.880649,40.876483,,N
17066,-73.887833,40.825946,,N
17067,-73.886351,40.826012,,N
17068,-73.843946,40.856149,,N
17069,-73.840448,40.8556422,,N
17070,-73.867714,40.847279,,N
17071,-73.8669338,40.847489,,N
17072,-73.866343,40.84759,,N
17073,-73.865995,40.847633,,N
17074,-73.865118,40.847801,,N
17075,-73.863373,40.848162,,N
17076,-73.859425,40.849324,,N
17077,-73.858617,40.849687,,N
17078,-73.857001,40.850416,,N
17079,-73.85619,40.850779,,N
17080,-73.855383,40.851144,,N
17081,-73.852024,40.85265,,N
17082,-73.851218,40.853019,,N
17083,-73.850408,40.853382,,N
17084,-73.849676,40.853842,,N
17085,-73.848288,40.854731,,N
17086,-73.869247,40.867928,,N
17087,-73.868289,40.867911,,N
17088,-73.8672618,40.867877,,N
17089,-73.866264,40.867874,,N
17090,-73.865324,40.867857,,N
17091,-73.863446,40.867821,,N
17092,-73.86048,40.867763,,N
17093,-73.858602,40.867734,,N
17094,-73.857661,40.867715,,N
17095,-73.856721,40.867697,,N
17096,-73.855707,40.867678,,N
17097,-73.854697,40.86766,,N
17098,-73.853756,40.867642,,N
17099,-73.852818,40.867625,,N
17100,-73.851883,40.867606,,N
17101,-73.850003,40.867575,,N
17102,-73.846174,40.867503,,N
17103,-73.843213,40.867445,,N
17104,-73.8428142,40.8675411,,N
17105,-73.841601,40.867783,,N
17106,-73.839887,40.868275,,N
17107,-73.839053,40.868545,,N
17108,-73.838221,40.868814,,N
17109,-73.834891,40.8698773,,N
17110,-73.879404,40.821431,,N
17111,-73.8237294,40.8605376,,N
17112,-73.8242615,40.8614788,,N
17113,-73.8243559,40.8616411,,N
17114,-73.834654,40.8813423,,N
17115,-73.7884153,40.8494964,,N
17116,-73.788712,40.850336,,N
17117,-73.867901,40.821747,,N
17118,-73.86818,40.822946,,N
17119,-73.871721,40.838196,,N
17120,-73.8696816,40.8294262,,N
17121,-73.846656,40.905001,,N
17122,-73.840869,40.890546,,N
17123,-73.841916,40.8932864,,N
17124,-73.843367,40.897072,,N
17125,-73.845985,40.903163,,N
17126,-73.820419,40.843328,,N
17127,-73.8174005,40.8428591,,N
17128,-73.8163866,40.8428185,,N
17129,-73.809557,40.813995,,N
17130,-73.810744,40.813549,,N
17131,-73.806998,40.81511,,N
17132,-73.852788,40.895563,,N
17133,-73.83146,40.840666,,N
17134,-73.83194,40.841232,,N
17135,-73.832105,40.84145,,N
17136,-73.8898453,40.8846944,,N
17137,-73.863012,40.878598,,N
17138,-73.839111,40.857657,,N
17139,-73.840734,40.87003,,N
17140,-73.842782,40.874107,,N
17141,-73.844794,40.877882,,N
17142,-73.8460368,40.8802896,,N
17143,-73.867355,40.839043,,N
17144,-73.866682,40.839236,,N
17145,-73.865798,40.839489,,N
17146,-73.8639104,40.840037,,N
17147,-73.8928866,40.822463,,N
17148,-73.892924,40.8233695,,N
17149,-73.8929031,40.8284677,,N
17150,-73.897887,40.819503,,N
17151,-73.9090346,40.9081915,,N
17152,-73.9089673,40.9075771,,N
17153,-73.789494,40.8578133,,N
17154,-73.8198546,40.844127,,N
17155,-73.8194576,40.8439363,,N
17156,-73.8896553,40.876981,,N
17157,-73.891387,40.835758,,N
17158,-73.9100462,40.8105249,,N
17159,-73.908218,40.810141,,N
17160,-73.90726,40.809937,,N
17161,-73.906252,40.809719,,N
17162,-73.9212195,40.8141687,,N
17163,-73.914474,40.811651,,N
17164,-73.851683,40.839261,,N
17165,-73.851074,40.839811,,N
17166,-73.850157,40.840649,,N
17167,-73.848986,40.8416,,N
17168,-73.8470103,40.8431273,,N
17169,-73.862055,40.844502,,N
17170,-73.8638154,40.856724,,N
17171,-73.86355,40.864655,,N
17172,-73.863387,40.869641,,N
17173,-73.863182,40.872175,,N
17174,-73.862856,40.873842,,N
17175,-73.86269,40.874654,,N
17176,-73.861624,40.878253,,N
17177,-73.86163,40.878482,,N
17178,-73.861101,40.880545,,N
17179,-73.860328,40.88196,,N
17180,-73.859555,40.88337,,N
17181,-73.85876,40.884777,,N
17182,-73.858373,40.885481,,N
17183,-73.857986,40.886191,,N
17184,-73.856808,40.888303,,N
17185,-73.856414,40.889008,,N
17186,-73.85603,40.889713,,N
17187,-73.855638,40.890421,,N
17188,-73.854854,40.891838,,N
17189,-73.854067,40.893249,,N
17190,-73.853674,40.893957,,N
17191,-73.8525734,40.8959686,,N
17192,-73.851965,40.897095,,N
17193,-73.8513541,40.8979751,,N
17194,-73.847995,40.903253,,N
17195,-73.847511,40.905223,,N
17196,-73.86484,40.897847,,N
17197,-73.865219,40.899885,,N
17198,-73.865346,40.900564,,N
17199,-73.865466,40.901244,,N
17200,-73.8470291,40.8815953,,N
17201,-73.845308,40.883484,,N
17202,-73.907647,40.826695,,N
17203,-73.906069,40.828023,,N
17204,-73.9018997,40.8317134,,N
17205,-73.900565,40.833616,,N
17206,-73.8712108,40.9001369,,N
17207,-73.867701,40.900312,,N
17208,-73.862915,40.900819,,N
17209,-73.855648,40.901198,,N
17210,-73.854106,40.900488,,N
17211,-73.8529644,40.8999634,,N
17212,-73.852233,40.89964,,N
17213,-73.90535,40.836508,,N
17214,-73.902906,40.835927,,N
17215,-73.8506559,40.8078028,,N
17216,-73.8502402,40.8078901,,N
17217,-73.857453,40.806897,,N
17218,-73.856785,40.806977,,N
17219,-73.8548321,40.807259,,N
17220,-73.9022188,40.8492499,,N
17221,-73.832074,40.850644,,N
17222,-73.830978,40.852399,,N
17223,-73.82966,40.852356,,N
17224,-73.8939156,40.8651574,,N
17225,-73.89276,40.865021,,N
17226,-73.892132,40.864633,,N
17227,-73.891312,40.864132,,N
17228,-73.889453,40.863092,,N
17229,-73.9026852,40.9044249,,N
17230,-73.9016191,40.9051264,,N
17231,-73.899756,40.9056,,N
17232,-73.898624,40.905662,,N
17233,-73.8970681,40.9050421,,N
17234,-73.91929,40.804257,,N
17235,-73.917479,40.806823,,N
17236,-73.917015,40.807506,,N
17237,-73.916589,40.808133,,N
17238,-73.915633,40.809697,,N
17239,-73.914847,40.810994,,N
17240,-73.913716,40.812953,,N
17241,-73.913337,40.813611,,N
17242,-73.9101244,40.82063,,N
17243,-73.848588,40.84965,,N
17244,-73.850109,40.851599,,N
17245,-73.8537941,40.8571571,,N
17246,-73.853699,40.869461,,N
17247,-73.854055,40.858324,,N
17248,-73.927285,40.832145,,N
17249,-73.903083,40.905693,,N
17250,-73.8549481,40.8077302,,N
17251,-73.849029,40.876173,,N
