id,lng,lat,depth,order
0,-73.7946273,40.7864093,1,8992
1,-73.7570906,40.7624294,1,8993
2,-73.7441643,40.7534671,1,8994
3,-73.9600437,40.7980478,2,22321
4,-73.9614743,40.798645,16,55053
5,-73.962886,40.7992545,1,24306
6,-73.9657046,40.8004313,13,53745
7,-73.9679942,40.8014007,7,49171
8,-73.9685711,40.8016441,1,24177
9,-73.9700504,40.8022679,2,24968
10,-73.9750067,40.7826383,2,18822
11,-73.9778254,40.783828,1,17953
12,-73.9795827,40.7845691,1,13249
13,-73.9806779,40.7850311,2,33007
14,-73.9820114,40.7855935,1,15095
15,-73.9313326,40.8593027,23,55947
16,-73.930122,40.858744,1,4995
17,-73.927625,40.859012,3,18823
18,-73.926786,40.859944,1,8995
19,-73.9703136,40.7839863,3,35289
20,-73.9731496,40.7851818,1,17954
21,-73.9759753,40.7863627,5,45194
22,-73.9776927,40.7870877,2,28206
23,-73.9788289,40.7875673,5,45514
24,-73.9810702,40.7885135,1,15096
25,-73.976212,40.725326,1,8154
26,-73.9568234,40.8126219,1,17348
27,-73.9598214,40.8138307,5,45808
28,-73.9606929,40.814184,1,17349
29,-73.9959291,40.7328569,1,17955
30,-73.9991816,40.7341463,4,42398
31,-74.0087998,40.704221,4,42876
32,-74.008325,40.703813,1,8996
33,-74.0077787,40.7033242,7,49014
34,-74.0089696,40.7041084,2,33008
35,-74.0079771,40.7032082,6,44875
36,-73.9810202,40.769279,2,17956
37,-73.9822548,40.7697921,6,46831
38,-73.9838467,40.7704805,1,8997
39,-73.9866896,40.7716682,2,28324
40,-73.9895487,40.7728658,8,48856
41,-73.9679486,40.7872303,1,15097
42,-73.9707862,40.7884325,10,52377
43,-73.9736025,40.7896131,1,17957
44,-73.9751319,40.7902552,1,20472
45,-73.9764565,40.7908174,8,50022
46,-73.9786893,40.7917606,1,15098
47,-74.0158085,40.7115654,2,13250
48,-74.0143968,40.7110102,5,41905
49,-74.0126714,40.7101452,4,30129
50,-74.011674,40.709687,3,34211
51,-74.010521,40.7091439,17,55202
52,-74.009371,40.708614,2,28325
53,-74.008269,40.7077219,4,40173
54,-73.933383,40.801654,1,8998
55,-73.9337863,40.8021373,2,28326
56,-73.9328482,40.8021279,1,10116
57,-73.9310755,40.8006413,1,11989
58,-74.0074126,40.7482137,1,8999
59,-74.002383,40.7064526,2,24197
60,-74.001657,40.7094916,16,55018
61,-73.9223431,40.7979661,1,9000
62,-73.9836866,40.7854139,4,40174
63,-73.982724,40.7880898,3,37176
64,-73.973672,40.7380812,1,9001
65,-73.9582334,40.759667,1,9002
66,-73.9841938,40.7851419,1,9003
67,-73.9826637,40.7849838,11,52997
68,-73.9721195,40.7456771,1,17958
69,-73.9749173,40.7460933,6,47909
70,-73.9756975,40.7165061,1,4174
71,-73.9747446,40.7188498,2,31644
72,-73.9853308,40.7835427,9,51534
73,-73.9337066,40.8442431,3,36260
74,-73.9323138,40.8461493,1,16511
75,-73.9326138,40.8026802,1,11990
76,-73.9329248,40.8033714,5,46341
77,-73.9334044,40.8027007,13,54199
78,-73.977586,40.71325,8,49888
79,-73.9777809,40.7124485,1,10117
80,-73.9816369,40.7107361,1,10118
81,-73.9837441,40.7858009,2,13251
82,-74.006113,40.7237914,8,51260
83,-74.007029,40.724504,3,30130
84,-73.9747141,40.7210513,2,17959
85,-73.964501,40.7589757,1,16512
86,-73.9639971,40.7596362,2,31645
87,-73.960551,40.7595738,1,9004
88,-73.979076,40.766876,4,40788
89,-73.9619892,40.7620792,3,40789
90,-73.9737798,40.738358,20,55739
91,-73.9987308,40.7588307,3,17960
92,-73.9969538,40.7593876,1,9005
93,-73.9992177,40.7588687,2,4996
94,-73.9968472,40.7577413,1,20473
95,-73.943749,40.7828637,4,43325
96,-73.9856663,40.7803049,4,44138
97,-73.9643559,40.7606212,4,46342
98,-73.9304732,40.794774,10,51619
99,-73.9318124,40.7944866,1,4997
100,-73.9322343,40.793786,2,33009
101,-73.9483958,40.7696458,2,15955
102,-73.9491484,40.7687012,5,41906
103,-73.9950384,40.769378,1,9006
104,-73.9735933,40.7794868,5,43326
105,-73.934463,40.817189,14,54244
106,-74.0067668,40.7217241,4,30131
107,-74.0079995,40.7211998,1,9007
108,-74.0078146,40.7209099,5,35290
109,-74.0075453,40.7208183,1,10119
110,-74.0082309,40.7219848,6,44139
111,-73.9646868,40.7916653,4,43327
112,-74.0142358,40.706675,3,33010
113,-73.9352284,40.8295922,1,9008
114,-73.9356498,40.8305583,3,37177
115,-73.9362839,40.8304897,2,23775
116,-74.008466,40.7206456,8,50023
117,-74.0079297,40.7237578,9,51353
118,-74.0070994,40.7244054,1,9009
119,-73.9768601,40.7146116,1,11991
120,-73.9592519,40.7593082,4,42399
121,-73.959539,40.820283,1,9010
122,-73.9570228,40.8232976,3,38806
123,-73.9601312,40.8197265,4,40175
124,-73.9610583,40.8186803,1,9011
125,-73.9618103,40.8180007,1,4175
126,-73.9355687,40.8069238,4,44140
127,-73.934989,40.806716,1,9012
128,-73.9948115,40.7576654,4,40790
129,-73.9698495,40.784623,1,8155
130,-74.0059302,40.7244132,4,41352
131,-73.967223,40.8105617,2,25223
132,-73.9610256,40.8176607,1,13252
133,-73.977917,40.715649,1,9013
134,-73.952984,40.791722,3,30132
135,-73.98426,40.7856571,2,17961
136,-73.9641691,40.7923746,22,56048
137,-73.9596517,40.8203291,2,24198
138,-73.9760329,40.7955013,2,35291
139,-73.93488,40.8283867,2,25224
140,-73.9344467,40.8156499,1,9014
141,-73.9343624,40.8150259,4,45809
142,-73.9628627,40.7941945,7,49456
143,-73.9291241,40.7993084,1,14008
144,-73.9312445,40.803474,1,16042
145,-73.9359788,40.8310339,1,9015
146,-73.9309781,40.8668641,1,9016
147,-73.9847324,40.785664,1,9017
148,-74.00044,40.714372,2,25225
149,-73.9318334,40.8692662,1,0
150,-74.0075216,40.7239092,2,25226
151,-74.0074947,40.723454,1,10120
152,-73.9323547,40.8039448,3,39517
153,-73.9523894,40.7982184,13,54119
154,-73.9370767,40.8341389,5,46592
155,-74.0128371,40.7024415,2,28080
156,-73.9303177,40.8023907,2,30133
157,-73.9368087,40.79239,1,4176
158,-73.9354595,40.8349981,1,9018
159,-73.9758369,40.7472719,2,34212
160,-73.9692725,40.74693,1,9019
161,-73.9745237,40.7373813,1,9020
162,-73.9748941,40.7369806,2,24199
163,-73.9348385,40.8063093,2,17962
164,-73.9342568,40.8179052,1,10121
165,-73.934348,40.8187778,8,49589
166,-73.9367296,40.7904084,1,9021
167,-73.9373914,40.7896936,3,38807
168,-73.9311538,40.847737,2,34213
169,-73.9521298,40.7652791,1,9022
170,-73.9510319,40.7665113,2,22340
171,-73.9441039,40.8353715,11,53191
172,-73.9445746,40.8363811,2,26659
173,-73.9442977,40.8370771,3,36261
174,-73.9440172,40.8377866,5,43742
175,-73.9437512,40.8384634,4,42400
176,-73.943465,40.839174,1,15099
177,-73.943066,40.840193,13,53746
178,-73.942279,40.842154,1,10122
179,-73.942013,40.84281,5,44141
180,-73.9416398,40.843443,1,11992
181,-73.941142,40.844049,4,40791
182,-73.940795,40.844686,3,40176
183,-73.940518,40.845369,6,47286
184,-73.940241,40.846048,1,15100
185,-73.940061,40.846519,2,27467
186,-73.939779,40.84721,12,53243
187,-73.939524,40.847838,7,49739
188,-73.9386594,40.8499781,4,40177
189,-73.938284,40.850909,11,52604
190,-73.937819,40.852128,3,28207
191,-73.937435,40.85338,4,33011
192,-73.9369033,40.855125,6,45515
193,-73.935602,40.857109,3,34214
194,-74.0058474,40.7116883,2,24200
195,-74.0042501,40.710185,5,44876
196,-74.0064696,40.706993,1,10123
197,-74.005691,40.706375,4,37178
198,-74.0052131,40.7059974,3,31646
199,-74.0044746,40.7054111,1,15101
200,-74.0036256,40.7136499,2,17815
201,-74.0026161,40.7142983,4,39518
202,-74.0021357,40.7151767,13,54806
203,-74.0016907,40.7157471,3,38808
204,-74.000818,40.71693,2,26779
205,-74.000274,40.717619,4,41907
206,-73.9999554,40.718016,31,56413
207,-73.9994292,40.7186723,1,9023
208,-73.999234,40.718913,2,28208
209,-73.9985112,40.7198029,12,54049
210,-73.997655,40.720836,4,43743
211,-73.9842518,40.7152176,2,38047
212,-73.9836386,40.7161377,1,9024
213,-73.9833624,40.7166776,17,55264
214,-73.9831071,40.717175,1,13253
215,-73.9825206,40.7183141,1,9025
216,-73.981927,40.7194672,2,34215
217,-73.9813183,40.7206493,1,17963
218,-73.9909583,40.7396792,1,17964
219,-73.9941671,40.7410305,12,53669
220,-73.997007,40.742228,1,18824
221,-73.9998517,40.7434266,4,41353
222,-74.0027323,40.7446399,1,20474
223,-74.005535,40.745816,2,28327
224,-74.0078599,40.746795,1,9026
225,-74.0166314,40.708135,6,42401
226,-74.017398,40.708457,2,17965
227,-73.9923179,40.7435682,4,38048
228,-73.9951595,40.744765,3,36262
229,-73.998,40.7459612,1,17966
230,-74.0008813,40.7471747,2,30134
231,-74.003684,40.748355,6,47056
232,-74.0082754,40.7502561,1,27239
233,-73.9112343,40.8716544,3,30135
234,-73.9126036,40.8722414,7,48333
235,-73.9522263,40.8123183,1,9027
236,-73.95177,40.81294,3,33012
237,-73.951322,40.813567,2,13254
238,-73.95086,40.814187,1,4070
239,-73.9497399,40.8179231,4,34216
240,-73.9485379,40.821494,1,9028
241,-73.9808938,40.714251,2,35292
242,-73.9808346,40.7135531,10,51449
243,-73.9806225,40.7115207,2,23776
244,-73.973464,40.76366,5,43744
245,-73.974111,40.7639334,2,15956
246,-73.927319,40.855598,3,18825
247,-73.928716,40.856182,4,35293
248,-73.9297266,40.8566083,1,7489
249,-73.932043,40.857841,3,28328
250,-73.932983,40.858113,1,4998
251,-73.986846,40.745301,17,55419
252,-73.9886122,40.7460455,5,45195
253,-73.990067,40.746659,2,28329
254,-73.9929106,40.7478553,8,50024
255,-73.9957492,40.7490521,2,33013
256,-73.998626,40.7502567,1,17967
257,-74.0014254,40.7514485,14,54418
258,-74.0042703,40.7526457,1,18826
259,-74.0070337,40.75379,5,44523
260,-73.9371437,40.8134293,2,23777
261,-73.9300037,40.8621121,5,42402
262,-73.9296676,40.8622107,2,24201
263,-73.9286059,40.8626215,1,15102
264,-73.927766,40.862926,7,47910
265,-73.926923,40.863238,5,41908
266,-73.926011,40.863575,9,50754
267,-73.923767,40.864403,3,35294
268,-73.921884,40.8651,7,46593
269,-73.919996,40.865797,1,14462
270,-73.918596,40.866315,2,30136
271,-73.917205,40.866813,1,9029
272,-73.9424535,40.8272063,3,38049
273,-73.941997,40.827823,1,15103
274,-73.94154,40.828447,2,23712
275,-73.941078,40.829083,1,16513
276,-73.9402243,40.830292,16,54874
277,-73.9717336,40.7820374,14,54655
278,-73.9096352,40.8745523,3,38809
279,-73.9110993,40.8746713,1,4177
280,-73.9122655,40.8750497,5,36263
281,-73.9128004,40.8756706,3,28330
282,-74.0094775,40.7045537,9,51996
283,-73.958809,40.759913,5,45810
284,-73.9583477,40.7605433,4,45516
285,-73.9579282,40.7611623,12,53635
286,-73.9574532,40.7617963,1,16514
287,-73.9569952,40.7624221,2,31647
288,-73.9565374,40.7630478,3,33014
289,-73.956084,40.7636674,1,18283
290,-73.9556238,40.7642963,4,41354
291,-73.9551668,40.7649208,1,20224
292,-73.9547034,40.765554,2,31648
293,-73.9542449,40.7661805,6,46832
294,-73.9537482,40.7668593,4,42403
295,-73.953249,40.7675414,5,44142
296,-73.9527843,40.7681847,2,27874
297,-73.9523229,40.7688236,3,37179
298,-73.9518686,40.7694526,2,28331
299,-73.9514149,40.7700762,7,48514
300,-73.9509381,40.7707103,4,40792
301,-73.9504368,40.7714021,1,31649
302,-73.9499424,40.7720657,6,45196
303,-73.9494729,40.7727099,1,26068
304,-73.9490092,40.773343,10,52240
305,-73.9485506,40.7739762,4,40793
306,-73.9480817,40.7746141,5,44877
307,-73.9476241,40.7752458,3,37180
308,-73.947122,40.775929,8,49889
309,-73.9466301,40.7766012,3,38050
310,-73.9461727,40.7772273,7,47698
311,-73.9457131,40.7778572,4,38810
312,-73.9452574,40.7784828,3,37181
313,-73.9447758,40.779146,1,15104
314,-73.9443355,40.7797706,13,53975
315,-73.9759984,40.7812798,1,9030
316,-73.9788209,40.7824641,3,38811
317,-73.9805809,40.7832069,1,18827
318,-73.9816684,40.7836627,6,46343
319,-73.9833075,40.784357,1,7490
320,-73.9313827,40.8474237,1,15105
321,-73.932849,40.848038,3,37182
322,-73.934239,40.848626,6,47499
323,-73.935471,40.849145,1,17968
324,-73.936397,40.849541,3,39519
325,-73.9396399,40.8501784,2,18828
326,-73.940603,40.8503746,1,4178
327,-73.9414149,40.848223,1,9031
328,-73.9402247,40.8513418,4,40794
329,-73.938652,40.854677,1,9032
330,-73.9379223,40.8556043,4,35295
331,-73.936584,40.8573519,1,4999
332,-73.9903368,40.7371276,2,18170
333,-73.9901312,40.7378014,1,17969
334,-73.9899514,40.7384888,3,38051
335,-73.9897657,40.739176,4,40795
336,-73.9895753,40.7398576,1,18829
337,-73.9893518,40.7405826,5,45517
338,-73.9891329,40.7413706,2,33015
339,-73.9891036,40.7422193,3,34217
340,-73.9891667,40.7430463,3,35296
341,-73.9890293,40.7438037,4,39520
342,-73.9888931,40.7445356,6,48334
343,-73.9887531,40.7452886,2,31650
344,-73.9884704,40.7468077,2,27544
345,-73.9883321,40.7475512,4,43328
346,-73.9878205,40.7506824,1,14009
347,-73.9876732,40.751444,2,17970
348,-73.9875229,40.7521844,4,42877
349,-73.9873363,40.7529083,1,18830
350,-73.987107,40.753627,3,39521
351,-73.9868871,40.754331,2,30137
352,-73.9866613,40.755051,5,44524
353,-73.9864171,40.7558122,3,33016
354,-73.9855335,40.7579634,17,55298
355,-73.9851384,40.7594263,2,26780
356,-73.9848631,40.7601316,4,42404
357,-73.9845109,40.7608012,21,55762
358,-73.9840983,40.7614503,3,35297
359,-73.9836782,40.7620858,2,31651
360,-73.9832662,40.7627246,4,41909
361,-73.9829033,40.763382,2,33017
362,-73.9825176,40.764058,8,50860
363,-73.9822627,40.7647568,3,38812
364,-73.9820384,40.7654683,15,54959
365,-73.9818927,40.7663007,2,33018
366,-73.981762,40.7671415,4,43329
367,-74.014223,40.7045956,2,27545
368,-74.0132769,40.7058713,12,53244
369,-74.0119439,40.7074505,2,24202
370,-74.0112329,40.7082967,3,31652
371,-74.0109934,40.7085817,1,9033
372,-74.0108222,40.7087855,4,37183
373,-74.0099714,40.709798,3,33019
374,-74.0095316,40.7103215,1,10124
375,-74.0094602,40.7104064,2,28332
376,-74.0090583,40.7108847,6,45518
377,-74.0086478,40.7113846,4,41355
378,-74.0058865,40.7146812,3,33020
379,-74.00542,40.715236,2,26781
380,-74.004976,40.71576,1,9034
381,-74.0045303,40.7162869,8,51070
382,-74.003533,40.717449,5,45197
383,-74.003043,40.7180338,1,17971
384,-74.0025285,40.7186389,18,55471
385,-74.002091,40.719153,1,10125
386,-74.0018769,40.7194058,3,40178
387,-74.001425,40.719938,6,48857
388,-74.0006449,40.7208634,11,53145
389,-73.9998554,40.7217891,3,41356
390,-73.998812,40.723021,2,31653
391,-73.997785,40.724235,5,46833
392,-73.9967146,40.7255012,1,17972
393,-73.99527,40.727211,1,9035
394,-73.9947496,40.7278266,3,41357
395,-73.994252,40.728412,1,17973
396,-73.993747,40.729008,2,28333
397,-73.993262,40.72958,5,46344
398,-73.992841,40.730079,1,13255
399,-73.9923997,40.7306011,9,51165
400,-73.991921,40.731166,1,18831
401,-73.9914619,40.7317445,2,37184
402,-73.991289,40.732449,1,9036
403,-73.991114,40.733214,32,56427
404,-73.990945,40.733978,1,17974
405,-74.0132,40.7040559,2,24203
406,-74.0133173,40.705045,3,33021
407,-73.9822067,40.7689456,3,36264
408,-73.9822655,40.7706087,1,13256
409,-73.9822732,40.7714459,2,27546
410,-73.9822975,40.7726643,8,50650
411,-73.982316,40.7730913,14,54458
412,-73.9823484,40.7739304,1,17975
413,-73.9823166,40.7747353,5,46078
414,-73.9822846,40.7755452,9,50755
415,-73.9822527,40.7763504,2,28334
416,-73.9822224,40.7771394,1,17976
417,-73.9820581,40.7787921,32,56466
418,-73.9818489,40.7795997,2,28335
419,-73.9816348,40.7803332,1,17977
420,-73.9814257,40.7810582,8,49590
421,-73.9811764,40.7818019,3,44143
422,-73.9809212,40.7825164,2,28336
423,-73.9800838,40.783893,14,54146
424,-73.9791229,40.7852008,4,44525
425,-73.9786487,40.7858192,1,18832
426,-73.9781723,40.7864652,3,41358
427,-73.9771707,40.7877015,10,52451
428,-73.9766072,40.7883609,17,55105
429,-73.976052,40.7890078,1,22341
430,-73.9755987,40.7896182,4,42405
431,-73.9746797,40.7908742,21,55774
432,-73.974213,40.7915093,1,22342
433,-73.9737551,40.7921441,2,33022
434,-73.9732956,40.792771,1,24307
435,-73.9728453,40.7934001,3,38813
436,-73.9724164,40.794038,1,26314
437,-73.9718978,40.7947185,10,52525
438,-73.9714047,40.7953835,2,35298
439,-73.9709401,40.7960068,1,28337
440,-73.9704821,40.796633,5,45811
441,-73.9700162,40.7972661,1,30138
442,-73.9695597,40.7978923,17,55317
443,-73.9691049,40.7985191,1,31654
444,-73.9686574,40.7991535,4,44144
445,-73.9683196,40.7998293,10,52452
446,-73.9680997,40.8005442,1,13257
447,-73.9679079,40.8022513,2,37185
448,-73.9672429,40.8036112,2,28338
449,-73.9667891,40.8042102,6,48858
450,-73.9663136,40.8048633,1,17978
451,-73.9658601,40.8054904,3,42406
452,-73.9654027,40.8061176,1,18833
453,-73.9649437,40.8067507,2,38052
454,-73.9644889,40.8073871,8,51071
455,-73.9616861,40.8112589,1,9037
456,-73.9588359,40.8151853,2,28339
457,-73.9583906,40.8158098,15,54656
458,-73.9570603,40.8176184,5,41359
459,-73.9566189,40.8182375,2,16200
460,-73.9552062,40.8201687,6,47911
461,-73.9542759,40.8214465,3,42407
462,-73.9538135,40.8220806,31,56410
463,-73.9533594,40.822698,1,18834
464,-73.9529044,40.823318,2,41910
465,-73.9524477,40.8239402,1,20475
466,-73.9519855,40.8245785,9,50150
467,-73.9515358,40.8251983,1,22343
468,-73.9510825,40.8258119,2,30139
469,-73.9505823,40.8264958,3,44145
470,-73.9500994,40.8271631,14,54571
471,-73.9496453,40.8277858,1,18835
472,-73.949184,40.8284141,3,42878
473,-73.948729,40.8290398,1,20476
474,-73.9482817,40.8296535,5,47500
475,-73.9478285,40.8302751,1,22344
476,-73.9473687,40.8309006,3,38814
477,-73.9469124,40.8315246,18,55332
478,-73.9459609,40.8328285,1,17979
479,-73.945481,40.8334857,7,49309
480,-73.9450015,40.8341411,8,50025
481,-73.9445661,40.834739,1,28340
482,-73.9436514,40.8359959,1,13258
483,-73.9431927,40.8366143,7,49172
484,-73.9427349,40.8372479,1,17980
485,-73.9422972,40.8378398,3,35299
486,-73.9418259,40.8384885,2,30140
487,-73.9412769,40.8392425,19,55688
488,-73.9407749,40.8399295,1,13259
489,-73.9398609,40.8411266,15,54709
490,-73.9392999,40.8416786,4,43330
491,-73.939255,40.842436,6,45519
492,-73.939177,40.843223,1,17981
493,-73.939025,40.843942,17,55122
494,-73.9388653,40.8446886,2,38053
495,-73.9386774,40.8454318,4,41360
496,-73.938451,40.846193,1,16515
497,-73.938228,40.8469437,3,38815
498,-73.938036,40.847558,1,18284
499,-73.937975,40.847711,15,54572
500,-73.9376885,40.8483904,1,26069
501,-73.9370276,40.8489682,2,31655
502,-73.9357231,40.8501764,5,48134
503,-73.935426,40.850774,1,7491
504,-73.935083,40.851434,2,27468
505,-73.934776,40.852058,14,54245
506,-73.93443,40.852729,1,7492
507,-73.934193,40.8532,8,49310
508,-73.9337034,40.8541572,3,38816
509,-73.933312,40.855335,2,23778
510,-73.932761,40.856503,12,53344
511,-73.932631,40.856716,1,18836
512,-73.931818,40.858271,1,7493
513,-73.930771,40.860641,2,20477
514,-73.9300194,40.8634187,1,7494
515,-73.9289023,40.8646634,3,28341
516,-73.9281099,40.8650857,10,51620
517,-73.9272714,40.8655306,12,53862
518,-73.925872,40.866025,1,8156
519,-73.925005,40.866336,5,41361
520,-73.92311,40.867016,2,30141
521,-73.9212171,40.867707,10,51715
522,-73.9197555,40.8681187,6,46834
523,-73.918561,40.868482,1,15106
524,-73.917594,40.868885,3,30142
525,-73.9167458,40.8693238,1,7495
526,-73.9158491,40.8698643,2,24204
527,-73.9151316,40.8704145,4,37186
528,-73.9132764,40.871714,1,9038
529,-73.9082537,40.875638,1,14463
530,-73.9604156,40.7815417,2,31656
531,-73.9588013,40.7808601,9,52241
532,-73.9570904,40.7801372,6,48335
533,-73.9555814,40.7795072,2,35300
534,-73.9539755,40.7788301,1,28342
535,-73.9517388,40.777887,12,53670
536,-73.9493698,40.776888,2,30143
537,-73.945275,40.775148,2,18837
538,-73.9447748,40.7749461,6,43745
539,-74.005951,40.707205,2,18838
540,-74.0068357,40.707855,3,36265
541,-73.994118,40.735313,1,18839
542,-73.997341,40.736668,2,34218
543,-74.0001742,40.7378614,34,56488
544,-74.0024001,40.7387436,3,38817
545,-74.0030301,40.7390953,3,31657
546,-74.003865,40.739418,5,44146
547,-74.0053043,40.7400297,4,40796
548,-74.0074994,40.7409399,15,54515
549,-74.00874,40.7414704,2,17982
550,-73.9346816,40.8429382,1,15107
551,-73.936126,40.84355,3,39522
552,-73.937518,40.844137,7,48699
553,-73.9387288,40.8446487,1,9039
554,-73.94261,40.846231,1,9040
555,-74.009016,40.705313,4,38818
556,-74.0090528,40.7055418,2,18840
557,-74.0167436,40.7064989,3,17983
558,-73.939018,40.810856,1,18841
559,-73.9421726,40.8121691,15,54893
560,-73.9451819,40.8134246,17,55090
561,-73.947947,40.81458,1,15108
562,-73.9593697,40.8193946,3,39523
563,-73.944597,40.803228,1,9041
564,-73.9731567,40.7985787,1,9042
565,-74.0088463,40.7138056,1,17984
566,-74.010128,40.714383,2,28343
567,-74.0113427,40.714904,7,49890
568,-74.0132124,40.7152226,8,50151
569,-74.0155746,40.7155725,4,33023
570,-74.0153819,40.7158285,3,31658
571,-74.0164429,40.7163193,2,5862
572,-73.9939293,40.7142872,1,18842
573,-73.9928237,40.7164855,2,20478
574,-73.9922172,40.717668,6,47501
575,-73.9917491,40.7185836,3,37187
576,-73.9912489,40.7195624,4,41362
577,-73.9906322,40.7207678,1,17985
578,-73.9900405,40.7219247,5,42408
579,-73.9918058,40.7385117,4,44526
580,-73.995018,40.73986,2,33024
581,-73.997862,40.741056,1,20479
582,-74.0006951,40.7422581,6,49740
583,-74.0035806,40.7434761,2,35301
584,-74.006385,40.744646,1,18843
585,-74.0081247,40.7453865,5,46079
586,-73.967994,40.771147,4,40797
587,-73.9663887,40.7704757,2,28209
588,-73.9646697,40.769761,7,50651
589,-73.9631538,40.7691229,1,17986
590,-73.9615495,40.7684519,3,38819
591,-73.9593042,40.7675129,1,22345
592,-73.9569389,40.7664987,21,55794
593,-74.0011515,40.7317982,1,9043
594,-74.0029381,40.7311376,3,38054
595,-73.9121747,40.8703989,4,31659
596,-73.9139795,40.8711588,14,54758
597,-73.915056,40.871603,7,45812
598,-73.916278,40.872116,1,15109
599,-73.917176,40.872499,3,28344
600,-73.918459,40.873022,1,4179
601,-73.947737,40.8045555,1,17987
602,-73.952857,40.806709,1,17988
603,-73.9535,40.806981,2,34219
604,-73.9549589,40.8075923,5,44527
605,-73.9563487,40.808177,1,15110
606,-73.9940925,40.720336,2,35302
607,-73.9929178,40.7199073,2,34220
608,-73.9921032,40.7198216,1,13260
609,-73.9902756,40.7191047,22,55971
610,-73.989732,40.7191021,2,34221
611,-73.9889804,40.718874,1,17989
612,-73.9881645,40.7186264,23,56083
613,-73.9873747,40.7183868,1,18844
614,-73.9839974,40.717431,5,44528
615,-73.982289,40.716976,1,9044
616,-73.981438,40.716718,4,41911
617,-73.9805736,40.716454,6,46594
618,-73.9789246,40.715957,1,10126
619,-73.9780769,40.7156979,4,40798
620,-73.9542665,40.8110184,4,43746
621,-74.0061645,40.7163029,2,16923
622,-74.0066823,40.7165394,3,34222
623,-74.0079572,40.7171217,6,48135
624,-74.009,40.717598,1,9045
625,-74.010201,40.707694,2,25227
626,-74.008996,40.706953,5,49173
627,-74.0074544,40.7060628,3,39524
628,-74.006766,40.705624,2,27875
629,-73.988194,40.743451,35,56510
630,-73.9865977,40.7427711,2,28345
631,-73.9849234,40.7420643,2,34223
632,-73.9833636,40.7414058,1,17990
633,-73.981759,40.7407284,7,49591
634,-73.9795317,40.7397942,6,47287
635,-73.9781935,40.7392313,2,17991
636,-73.977148,40.738796,3,30144
637,-73.9192622,40.8709698,3,34224
638,-73.915681,40.868889,2,18439
639,-73.971189,40.766767,3,37188
640,-73.9695848,40.7660912,2,30145
641,-73.9678596,40.7653743,2,36266
642,-73.9663588,40.7647323,4,42409
643,-73.9647558,40.764057,1,17992
644,-73.962515,40.763113,7,50367
645,-73.9601308,40.7621165,2,34225
646,-73.9839656,40.7754225,2,24205
647,-74.0092662,40.7132584,5,44529
648,-74.0105666,40.7138543,4,36267
649,-74.011527,40.714294,1,9046
650,-73.9407716,40.8471723,1,1
651,-73.940691,40.847387,2,24206
652,-73.9949663,40.7206316,6,48136
653,-73.9957503,40.7208958,7,49891
654,-73.9965747,40.7211736,1,17993
655,-73.9973979,40.7214509,2,28346
656,-73.9977854,40.7215815,1,13261
657,-73.965617,40.7744096,1,10127
658,-73.9640105,40.7737351,2,28210
659,-73.962294,40.7730162,1,17994
660,-73.9607795,40.7723778,3,36268
661,-73.9591761,40.7717042,1,18845
662,-73.9569342,40.7707623,9,50756
663,-73.9545659,40.7697674,1,20480
664,-74.0045513,40.7255633,1,10128
665,-74.004739,40.724267,1,11993
666,-74.0053609,40.7182987,2,27547
667,-74.0051717,40.7190194,7,49015
668,-74.0051934,40.7198568,1,17995
669,-74.0052198,40.7206388,4,41363
670,-74.005248,40.721025,3,28347
671,-74.0053546,40.7222274,1,11994
672,-74.004786,40.723625,2,28081
673,-74.004575,40.724173,3,40799
674,-74.004031,40.725513,10,52722
675,-74.00373,40.72625,2,24207
676,-74.003445,40.726958,3,41364
677,-74.003155,40.727664,1,14464
678,-74.0021622,40.7297532,4,43331
679,-74.0017,40.7305503,3,38820
680,-74.0014113,40.7310625,2,25228
681,-74.000954,40.731706,20,55750
682,-74.000511,40.732315,2,17996
683,-74.000066,40.732929,11,53295
684,-73.9995234,40.7336634,2,38055
685,-73.998714,40.734784,2,31660
686,-73.998274,40.735391,3,39525
687,-73.997805,40.736032,33,56469
688,-73.996337,40.738044,4,38056
689,-73.995874,40.738686,2,35303
690,-73.995446,40.739272,7,49457
691,-73.994593,40.740442,1,22346
692,-73.9937398,40.7416174,4,42879
693,-73.9932916,40.7422328,1,20481
694,-73.992805,40.742901,8,51450
695,-73.991871,40.744186,5,44147
696,-73.9914152,40.7448072,2,28211
697,-73.990968,40.745421,13,54085
698,-73.990518,40.746038,7,49892
699,-73.989617,40.747277,18,55526
700,-73.9891568,40.7478958,3,36269
701,-73.9887,40.7485163,8,50968
702,-73.9882543,40.7491303,2,28348
703,-73.9877663,40.7497931,3,41912
704,-73.9872874,40.7504574,15,55019
705,-73.9868238,40.751088,3,42410
706,-73.986399,40.7517,1,20482
707,-73.985947,40.752317,7,49016
708,-73.985488,40.752935,2,31661
709,-73.9850397,40.7535585,8,51261
710,-73.984596,40.754177,2,28349
711,-73.984118,40.754842,4,43332
712,-73.983624,40.755516,22,55966
713,-73.9831665,40.7561421,5,46080
714,-73.9827118,40.7567712,11,53522
715,-73.9822537,40.7573902,4,45198
716,-73.9817975,40.7580163,3,35304
717,-73.981341,40.758645,8,51451
718,-73.9808828,40.7592744,3,37189
719,-73.9804176,40.7599106,26,56190
720,-73.9799722,40.7605248,4,42880
721,-73.9795173,40.7611421,3,33025
